	Line	Next
10228	var22.add_conv2d var22.add_conv2d var22.add_maxpooling2d	var22.add_dropout
10229	var22.add_conv2d var22.add_maxpooling2d var22.add_dropout	var22.add_conv2d
10230	var22.add_maxpooling2d var22.add_dropout var22.add_conv2d	var22.add_conv2d
10231	var22.add_dropout var22.add_conv2d var22.add_conv2d	var22.add_maxpooling2d
10237	var22.add_conv2d var22.add_maxpooling2d var22.add_dropout	var22.add_flatten
10238	var22.add_maxpooling2d var22.add_dropout var22.add_flatten	var22.add_dense
10241	var22.add_dense var22.add_dropout var22.add_dense	var22.summary
10242	var22.add_dropout var22.add_dense var22.summary	var22.compile
10243	var22.add_dense var22.summary var22.compile	var24=var22.fit
10244	var22.summary var22.compile var24=var22.fit	matplotlib.pyplot.plot
10245	var21.save var32=var31.to_json var31.compile	var31.fit_generator
10246	var32=var31.to_json var31.compile var31.fit_generator	var31.load_weights
10247	var11=numpy.array var11=var11.reshape var12.add_conv2d	var12.add_maxpool2d
10248	var11=var11.reshape var12.add_conv2d var12.add_maxpool2d	var12.add_dropout
10249	var12.add_conv2d var12.add_maxpool2d var12.add_dropout	var12.add_conv2d
10250	var12.add_maxpool2d var12.add_dropout var12.add_conv2d	var12.add_maxpool2d
10251	var12.add_dropout var12.add_conv2d var12.add_maxpool2d	var12.add_dropout
10253	var12.add_maxpool2d var12.add_dropout var12.add_flatten	var12.add_dense
10256	var12.add_dense var12.add_dense var12.add_dense	var12.compile
10257	var12.add_dense var12.add_dense var12.compile	var12.summary
10259	var12.compile var12.summary var12.fit	var12.predict
10260	var17=numpy.empty var26=numpy.empty var32.compile	var32.fit
10261	var26=numpy.empty var32.compile var32.fit	var32.save
10262	var32.compile var32.fit var32.save	var32.evaluate
10263	var32.fit var32.save var32.evaluate	var42=var32.predict
10286	matplotlib.pyplot.title matplotlib.pyplot.show var23.add_conv2d	var23.add_conv2d
10287	matplotlib.pyplot.show var23.add_conv2d var23.add_conv2d	var23.add_maxpooling2d
10308	var18=numpy.ndarray var19=numpy.ndarray var20.resize	var20.resize
10309	var19=numpy.ndarray var20.resize var20.resize	var20.resize
10310	var20.resize var20.resize var20.resize	var20=numpy.array
10311	var20.resize var20.resize var20=numpy.array	var20.resize
10312	var20.resize var20=numpy.array var20.resize	var20=numpy.array
10313	var20=numpy.array var20.resize var20=numpy.array	var20.resize
10316	var20.resize var20=numpy.array var20.resize	matplotlib.pyplot.subplot
10317	matplotlib.pyplot.imshow matplotlib.pyplot.show var25.add_convolution2d	var25.add_convolution2d
10318	matplotlib.pyplot.show var25.add_convolution2d var25.add_convolution2d	var25.add_maxpooling2d
10319	var25.add_convolution2d var25.add_convolution2d var25.add_maxpooling2d	var25.add_convolution2d
10320	var25.add_convolution2d var25.add_maxpooling2d var25.add_convolution2d	var25.add_convolution2d
10321	var25.add_maxpooling2d var25.add_convolution2d var25.add_convolution2d	var25.add_maxpooling2d
10324	var25.add_maxpooling2d var25.add_convolution2d var25.add_convolution2d	var25.add_convolution2d
10325	var25.add_convolution2d var25.add_convolution2d var25.add_convolution2d	var25.add_maxpooling2d
10326	var25.add_convolution2d var25.add_convolution2d var25.add_maxpooling2d	var25.add_flatten
10327	var25.add_convolution2d var25.add_maxpooling2d var25.add_flatten	var25.add_dense
10328	var25.add_maxpooling2d var25.add_flatten var25.add_dense	var25.add_dropout
10329	var25.add_flatten var25.add_dense var25.add_dropout	var25.add_dense
10330	var25.add_dense var25.add_dropout var25.add_dense	var25.add_dropout
10331	var25.add_dropout var25.add_dense var25.add_dropout	var25.add_dense
10332	var25.add_dense var25.add_dropout var25.add_dense	var25.add_activation
10333	var25.add_dropout var25.add_dense var25.add_activation	var25.compile
10334	var25.add_dense var25.add_activation var25.compile	var25.add_convolution2d
10335	var25.add_activation var25.compile var25.add_convolution2d	var25.add_maxpooling2d
10336	var25.compile var25.add_convolution2d var25.add_maxpooling2d	var25.add_dropout
10337	var25.add_convolution2d var25.add_maxpooling2d var25.add_dropout	var25.add_flatten
10338	var25.add_maxpooling2d var25.add_dropout var25.add_flatten	var25.add_dense
10339	var25.add_dropout var25.add_flatten var25.add_dense	var25.add_activation
10340	var25.add_flatten var25.add_dense var25.add_activation	var25.compile
10341	var25.add_dense var25.add_activation var25.compile	var26=numpy.to_categorical
10342	var25.add_activation var25.compile var26=numpy.to_categorical	var27=numpy.resize
10343	var25.compile var26=numpy.to_categorical var27=numpy.resize	var25.fit
10344	var26=numpy.to_categorical var27=numpy.resize var25.fit	var29=numpy.resize
10367	var44=numpy.multiply var45=numpy.multiply shape	shape
10368	var45=numpy.multiply shape shape	var49.append_0
10369	shape shape var49.append_0	var49=numpy.squeeze
10370	shape var33=numpy.matmul var35=numpy.array	shape
10371	var41=numpy.squeeze shape shape	shape
10372	shape shape shape	var49.append_0
10374	shape var42=numpy.matmul var44=numpy.array	numpy.minimum
10375	var39=numpy.squeeze shape shape	shape
10376	shape shape shape	var47.append_0
10377	shape shape var47.append_0	var47=numpy.squeeze
10378	var7.append_0 var8.append_1 var9=tensorflow.placeholder	var11=tensorflow.get_variable
10379	var11=tensorflow.get_variable var12=tensorflow.get_variable tensorflow.reset_default_graph	var9=tensorflow.placeholder
10380	var12=tensorflow.get_variable tensorflow.reset_default_graph var9=tensorflow.placeholder	var14=tensorflow.placeholder
10381	tensorflow.reset_default_graph var9=tensorflow.placeholder var14=tensorflow.placeholder	var16=tensorflow.squared_difference
10382	var9=tensorflow.placeholder var14=tensorflow.placeholder var16=tensorflow.squared_difference	var17=tensorflow.reduce_sum
10383	var14=tensorflow.placeholder var16=tensorflow.squared_difference var17=tensorflow.reduce_sum	var18=tensorflow.reduce_mean
10384	var16=tensorflow.squared_difference var17=tensorflow.reduce_sum var18=tensorflow.reduce_mean	var22=tensorflow.Session
10385	var17=tensorflow.reduce_sum var18=tensorflow.reduce_mean var22=tensorflow.Session	var22.run
10396	var23.add_maxpooling2d var23.add_convolution2d var23.add_convolution2d	var23.add_convolution2d
10397	var23.add_convolution2d var23.add_convolution2d var23.add_convolution2d	var23.add_maxpooling2d
10413	import_random matplotlib.pyplot.imshow import_tflearn	var20.add_featurewise_zero_center
10414	matplotlib.pyplot.imshow import_tflearn var20.add_featurewise_zero_center	var20.add_featurewise_stdnorm
10415	import_tflearn var20.add_featurewise_zero_center var20.add_featurewise_stdnorm	var21.add_random_flip_leftright
10416	var20.add_featurewise_zero_center var20.add_featurewise_stdnorm var21.add_random_flip_leftright	var21.add_random_rotation
10417	var20.add_featurewise_stdnorm var21.add_random_flip_leftright var21.add_random_rotation	var23.fit
10418	import_matplotlib.pyplot import_random import_tflearn	var17.add_featurewise_zero_center
10419	import_random import_tflearn var17.add_featurewise_zero_center	var17.add_featurewise_stdnorm
10420	import_tflearn var17.add_featurewise_zero_center var17.add_featurewise_stdnorm	var18.add_random_flip_leftright
10421	var17.add_featurewise_zero_center var17.add_featurewise_stdnorm var18.add_random_flip_leftright	var18.add_random_rotation
10422	var17.add_featurewise_stdnorm var18.add_random_flip_leftright var18.add_random_rotation	var20.fit
10423	var18.add_random_flip_leftright var18.add_random_rotation var20.fit	var12=numpy.append_0
10446	matplotlib.pyplot.title var16=numpy.argmax var22.summary	var22.compile
10447	var16=numpy.argmax var22.summary var22.compile	var25=var22.fit
10448	var22.summary var22.compile var25=var22.fit	var26=var22.evaluate
10449	var29=tensorflow.Variable var31=tensorflow.Variable var29=tensorflow.Variable	var31=tensorflow.Variable
10450	var31=tensorflow.Variable var29=tensorflow.Variable var31=tensorflow.Variable	var36=tensorflow.reduce_mean
10451	var29=tensorflow.Variable var31=tensorflow.Variable var36=tensorflow.reduce_mean	var36=tensorflow.reduce_mean
10452	var31=tensorflow.Variable var36=tensorflow.reduce_mean var36=tensorflow.reduce_mean	var37=tensorflow.reduce_mean
10453	var36=tensorflow.reduce_mean var36=tensorflow.reduce_mean var37=tensorflow.reduce_mean	var38=tensorflow.equal
10454	var36=tensorflow.reduce_mean var37=tensorflow.reduce_mean var38=tensorflow.equal	var38=tensorflow.equal
10455	var37=tensorflow.reduce_mean var38=tensorflow.equal var38=tensorflow.equal	shape
10470	var6.append_0 numpy.save import_tflearn	var14.load
10471	var45=tensorflow.global_variables var45=tensorflow.trainable_variables var47=tensorflow.reduce_mean	var49=tensorflow.equal
10472	var45=tensorflow.trainable_variables var47=tensorflow.reduce_mean var49=tensorflow.equal	var50=tensorflow.reduce_mean
10473	var47=tensorflow.reduce_mean var49=tensorflow.equal var50=tensorflow.reduce_mean	var51=tensorflow.get_variable
10474	var50=tensorflow.reduce_mean var51=tensorflow.get_variable var65=tensorflow.Session	var66=tensorflow.global_variables_initializer
10475	var51=tensorflow.get_variable var65=tensorflow.Session var66=tensorflow.global_variables_initializer	var65.run
10476	var65=tensorflow.Session var66=tensorflow.global_variables_initializer var65.run	var69=numpy.zeros
10477	shape var35=numpy.dot matplotlib.pyplot.plot	var39=numpy.append_0
10478	var35=numpy.dot matplotlib.pyplot.plot var39=numpy.append_0	var14=var14.reshape
10479	matplotlib.pyplot.plot var39=numpy.append_0 var14=var14.reshape	var44.append_0
10480	matplotlib.pyplot.imshow matplotlib.pyplot.show var20=tensorflow.Variable	var21=tensorflow.Variable
10481	matplotlib.pyplot.show var20=tensorflow.Variable var21=tensorflow.Variable	var23=tensorflow.Variable
10482	var20=tensorflow.Variable var21=tensorflow.Variable var23=tensorflow.Variable	var21=tensorflow.Variable
10483	var21=tensorflow.Variable var23=tensorflow.Variable var21=tensorflow.Variable	var23=tensorflow.Variable
10484	var23=tensorflow.Variable var21=tensorflow.Variable var23=tensorflow.Variable	var21=tensorflow.Variable
10485	var21=tensorflow.Variable var23=tensorflow.Variable var21=tensorflow.Variable	var25=tensorflow.add
10486	var23=tensorflow.Variable var21=tensorflow.Variable var25=tensorflow.add	tensorflow.reset_default_graph
10487	var21=tensorflow.Variable var25=tensorflow.add tensorflow.reset_default_graph	var29=tensorflow.identity
10488	var25=tensorflow.add tensorflow.reset_default_graph var29=tensorflow.identity	var30=tensorflow.reduce_mean
10489	tensorflow.reset_default_graph var29=tensorflow.identity var30=tensorflow.reduce_mean	var32=tensorflow.equal
10490	var29=tensorflow.identity var30=tensorflow.reduce_mean var32=tensorflow.equal	var33=tensorflow.reduce_mean
10491	var30=tensorflow.reduce_mean var32=tensorflow.equal var33=tensorflow.reduce_mean	var42=var41.save
10492	var32=tensorflow.equal var33=tensorflow.reduce_mean var42=var41.save	var48=tensorflow.Graph
10501	var8.append_3 var7.append_4 var21.compile	var21.compile
10502	var7.append_4 var21.compile var21.compile	var21.train_on_batch
10503	var21.compile var21.compile var21.train_on_batch	var33=var21.predict
10504	random.seed tensorflow.set_random_seed var16.add_conv2d	var16.add_conv2d
10505	tensorflow.set_random_seed var16.add_conv2d var16.add_conv2d	var16.add_maxpooling2d
10518	var16.add_flatten var16.add_dense var16.add_dense	var20.fit
10519	var16.add_dense var16.add_dense var20.fit	var16.compile
10520	var16.add_dense var20.fit var16.compile	var16.summary
10521	var20.fit var16.compile var16.summary	var21=var16.fit_generator
10522	var16.compile var16.summary var21=var16.fit_generator	matplotlib.pyplot.plot
10547	var32=tensorflow.reshape var69=tensorflow.reshape var71=tensorflow.placeholder	var78=tensorflow.equal
10548	var69=tensorflow.reshape var71=tensorflow.placeholder var78=tensorflow.equal	var79=tensorflow.reduce_mean
10549	var71=tensorflow.placeholder var78=tensorflow.equal var79=tensorflow.reduce_mean	var80=tensorflow.argmax
10550	var79=tensorflow.reduce_mean var80=tensorflow.argmax shape	var86=numpy.arange
10551	var80=tensorflow.argmax shape var86=numpy.arange	var87=tensorflow.global_variables_initializer
10552	shape var86=numpy.arange var87=tensorflow.global_variables_initializer	var88=tensorflow.InteractiveSession
10553	var86=numpy.arange var87=tensorflow.global_variables_initializer var88=tensorflow.InteractiveSession	var88.run
10554	var87=tensorflow.global_variables_initializer var88=tensorflow.InteractiveSession var88.run	var88.run
10555	var88=tensorflow.InteractiveSession var88.run var88.run	var93=var79.eval
10556	var88.run var88.run var93=var79.eval	var89.append_0
10557	var88.run var93=var79.eval var89.append_0	var91.append_1
10558	var93=var79.eval var89.append_0 var91.append_1	var94=var79.eval
10559	var89.append_0 var91.append_1 var94=var79.eval	var90.append_2
10570	var19=var17.flow var20=var18.flow var21=var16.fit_generator	var16.save_weights
10571	var20=var18.flow var21=var16.fit_generator var16.save_weights	var16.save
10572	var21=var16.fit_generator var16.save_weights var16.save	import_matplotlib.pyplot
10589	var13=keras.add var13=keras.add var17.load_weights	keras.utils.convert_all_kernels_in_model
10590	var13=keras.add var17.load_weights keras.utils.convert_all_kernels_in_model	var21=var17.get_layer
10591	var17.load_weights keras.utils.convert_all_kernels_in_model var21=var17.get_layer	output_shape
10592	keras.utils.convert_all_kernels_in_model var21=var17.get_layer output_shape	var23=var17.get_layer
10593	var21=var17.get_layer output_shape var23=var17.get_layer	keras.utils.convert_dense_weights_data_format
10594	output_shape var23=var17.get_layer keras.utils.convert_dense_weights_data_format	var28=keras.preprocessing.ImageDataGenerator
10595	var23=var17.get_layer keras.utils.convert_dense_weights_data_format var28=keras.preprocessing.ImageDataGenerator	var29=var28.flow
10596	keras.utils.convert_dense_weights_data_format var28=keras.preprocessing.ImageDataGenerator var29=var28.flow	var30=var28.flow
10597	var28=keras.preprocessing.ImageDataGenerator var29=var28.flow var30=var28.flow	var27.compile
10598	var29=var28.flow var30=var28.flow var27.compile	var27.fit_generator
10599	var30=var28.flow var27.compile var27.fit_generator	var27.save
10600	var27.fit_generator var27.save var27.fit_generator	var27.save
10601	var42=tensorflow.assign var39.append_0 tensorflow.reset_default_graph	var43=tensorflow.placeholder
10602	var39.append_0 tensorflow.reset_default_graph var43=tensorflow.placeholder	var44=tensorflow.placeholder
10603	tensorflow.reset_default_graph var43=tensorflow.placeholder var44=tensorflow.placeholder	var47=tensorflow.concat
10604	var43=tensorflow.placeholder var44=tensorflow.placeholder var47=tensorflow.concat	var52=tensorflow.concat
10605	var44=tensorflow.placeholder var47=tensorflow.concat var52=tensorflow.concat	var57=tensorflow.concat
10606	var47=tensorflow.concat var52=tensorflow.concat var57=tensorflow.concat	var62=tensorflow.placeholder
10607	var8.imshow matplotlib.pyplot.imshow var18=tensorflow.placeholder	var19=tensorflow.placeholder
10608	matplotlib.pyplot.imshow var18=tensorflow.placeholder var19=tensorflow.placeholder	tensorflow.set_random_seed
10609	var18=tensorflow.placeholder var19=tensorflow.placeholder tensorflow.set_random_seed	var20=tensorflow.get_variable
10610	var19=tensorflow.placeholder tensorflow.set_random_seed var20=tensorflow.get_variable	var21=tensorflow.get_variable
10611	tensorflow.set_random_seed var20=tensorflow.get_variable var21=tensorflow.get_variable	var22=tensorflow.get_variable
10612	var20=tensorflow.get_variable var21=tensorflow.get_variable var22=tensorflow.get_variable	var23=tensorflow.get_variable
10614	var22=tensorflow.get_variable var23=tensorflow.get_variable var24=tensorflow.get_variable	var25=tensorflow.get_variable
10615	var23=tensorflow.get_variable var24=tensorflow.get_variable var25=tensorflow.get_variable	var26=tensorflow.get_variable
10616	var24=tensorflow.get_variable var25=tensorflow.get_variable var26=tensorflow.get_variable	var27=tensorflow.get_variable
10617	var25=tensorflow.get_variable var26=tensorflow.get_variable var27=tensorflow.get_variable	var29=tensorflow.add
10618	var26=tensorflow.get_variable var27=tensorflow.get_variable var29=tensorflow.add	var31=tensorflow.add
10619	var27=tensorflow.get_variable var29=tensorflow.add var31=tensorflow.add	var33=tensorflow.add
10620	var29=tensorflow.add var31=tensorflow.add var33=tensorflow.add	var35=tensorflow.add
10621	var31=tensorflow.add var33=tensorflow.add var35=tensorflow.add	var36=tensorflow.transpose
10627	import_gc import_pathlib var12.fit	var12.fit
10628	import_pathlib var12.fit var12.fit	var13=numpy.mean
10698	matplotlib.pyplot.imshow matplotlib.pyplot.show var25.add_conv2d	var25.add_conv2d
10699	matplotlib.pyplot.show var25.add_conv2d var25.add_conv2d	var25.add_maxpooling2d
10700	var25.add_conv2d var25.add_conv2d var25.add_maxpooling2d	var25.add_conv2d
10701	var25.add_conv2d var25.add_maxpooling2d var25.add_conv2d	var25.add_conv2d
10702	var25.add_maxpooling2d var25.add_conv2d var25.add_conv2d	var25.add_maxpooling2d
10708	var25.add_maxpooling2d var25.add_conv2d var25.add_conv2d	var25.add_conv2d
10709	var25.add_conv2d var25.add_conv2d var25.add_conv2d	var25.add_maxpooling2d
10710	var25.add_conv2d var25.add_conv2d var25.add_maxpooling2d	var25.add_flatten
10711	var25.add_conv2d var25.add_maxpooling2d var25.add_flatten	var25.add_dense
10718	var25.add_dense var25.add_activation var25.compile	matplotlib.pyplot.xlabel
10719	var4=numpy.array var5=numpy.array var8.fit	var8.unfreeze
10720	var5=numpy.array var8.fit var8.unfreeze	var9=numpy.array
10722	var8.unfreeze var9=numpy.array var8.fit	var10=var8.predict
10723	var10=var10.resize var14=var13.lr_find var13.fit	var13.unfreeze
10724	var14=var13.lr_find var13.fit var13.unfreeze	var13.fit
10725	var13.fit var13.unfreeze var13.fit	var13.save
10726	var13.fit var13.save var13.set_data	var13.freeze
10727	var13.save var13.set_data var13.freeze	var13.fit
10728	var13.set_data var13.freeze var13.fit	var13.unfreeze
10729	var13.freeze var13.fit var13.unfreeze	var13.fit
10731	var13.unfreeze var13.fit var13.save	var13.set_data
10737	import_matplotlib.pyplot var20.add_subplot var21.add_conv2d	var21.add_conv2d
10738	var20.add_subplot var21.add_conv2d var21.add_conv2d	var21.add_maxpool2d
10739	var21.add_conv2d var21.add_conv2d var21.add_maxpool2d	var21.add_conv2d
10740	var21.add_conv2d var21.add_maxpool2d var21.add_conv2d	var21.add_conv2d
10741	var21.add_maxpool2d var21.add_conv2d var21.add_conv2d	var21.add_maxpool2d
10744	var21.add_maxpool2d var21.add_conv2d var21.add_conv2d	var21.add_conv2d
10745	var21.add_conv2d var21.add_conv2d var21.add_conv2d	var21.add_maxpool2d
10749	var21.add_conv2d var21.add_conv2d var21.add_conv2d	var21.add_flatten
10750	var21.add_conv2d var21.add_conv2d var21.add_flatten	var21.add_dense
10751	var21.add_conv2d var21.add_flatten var21.add_dense	var21.add_dense
10753	var21.add_dense var21.add_dense var21.add_dense	var21.summary
10754	var21.add_dense var21.add_dense var21.summary	var21.compile
10755	var21.add_dense var21.summary var21.compile	var21.fit
10756	var21.summary var21.compile var21.fit	var24=numpy.load
10757	var4.append_1 var14=numpy.array var15.add_conv2d	var15.add_flatten
10758	var14=numpy.array var15.add_conv2d var15.add_flatten	var15.add_dense
10759	var15.add_conv2d var15.add_flatten var15.add_dense	var15.compile
10760	var15.add_flatten var15.add_dense var15.compile	var15.fit
10761	var15.add_dense var15.compile var15.fit	var15.compile
10762	var15.compile var15.fit var15.compile	var15.fit
10763	var15.fit var15.compile var15.fit	var15.add_conv2d
10764	var15.compile var15.fit var15.add_conv2d	var15.add_activation
10765	var15.fit var15.add_conv2d var15.add_activation	var15.add_maxpooling2d
10766	var15.add_conv2d var15.add_activation var15.add_maxpooling2d	var15.add_conv2d
10767	var15.add_activation var15.add_maxpooling2d var15.add_conv2d	var15.add_activation
10768	var15.add_maxpooling2d var15.add_conv2d var15.add_activation	var15.add_maxpooling2d
10772	var15.add_conv2d var15.add_activation var15.add_maxpooling2d	var15.add_flatten
10773	var15.add_activation var15.add_maxpooling2d var15.add_flatten	var15.add_dense
10774	var15.add_maxpooling2d var15.add_flatten var15.add_dense	var15.add_activation
10779	var15.add_dense var15.add_activation var15.compile	import_random
10780	import_pandas	import_os
10781	import_pandas import_os	var4=keras.RMSprop
10782	import_pandas import_os var4=keras.RMSprop	var12.add_conv2d
10783	import_os var4=keras.RMSprop var12.add_conv2d	var12.add_conv2d
10784	var4=keras.RMSprop var12.add_conv2d var12.add_conv2d	var12.add_maxpooling2d
10801	var12.add_dropout var12.add_dense var12.compile	var15=var13.flow_from_directory
10802	var12.add_dense var12.compile var15=var13.flow_from_directory	var16=var14.flow_from_directory
10803	var12.compile var15=var13.flow_from_directory var16=var14.flow_from_directory	var12.fit_generator
10804	var15=var13.flow_from_directory var16=var14.flow_from_directory var12.fit_generator	var12.save_weights
10805	var16=var14.flow_from_directory var12.fit_generator var12.save_weights	var12.load_weights
10806	var12.fit_generator var12.save_weights var12.load_weights	var20=var19.flow_from_directory
10807	var12.save_weights var12.load_weights var20=var19.flow_from_directory	var22=var12.predict_generator
10824	matplotlib.pyplot.axis matplotlib.pyplot.show var17.add	var17.add_flatten
10825	matplotlib.pyplot.show var17.add var17.add_flatten	var17.add_dense
10826	var17.add var17.add_flatten var17.add_dense	var17.add_dropout
10828	var17.add_dense var17.add_dropout var17.add_dense	var17.add_dropout
10829	var17.add_dropout var17.add_dense var17.add_dropout	var17.add_dense
10830	var17.add_dense var17.add_dropout var17.add_dense	var17.summary
10831	var17.add_dropout var17.add_dense var17.summary	var17.compile
10832	var17.add_dense var17.summary var17.compile	var18=var17.fit
10833	var17.summary var17.compile var18=var17.fit	matplotlib.pyplot.plot
10834	var24.to_csv var24.head var17.add	var17.add_flatten
10835	var24.head var17.add var17.add_flatten	var17.add_dense
10844	numpy.save var9.append_0 tensorflow.reset_default_graph	var20.fit
10845	var9.append_0 tensorflow.reset_default_graph var20.fit	var20.save
10846	matplotlib.pyplot.imshow var13=keras.VGG16 var14.add	var14.add_flatten
10847	var13=keras.VGG16 var14.add var14.add_flatten	var14.add_dense
10848	var14.add var14.add_flatten var14.add_dense	var14.add_dropout
10854	var14.add_dense var14.compile var15=var14.fit	matplotlib.pyplot.plot
10855	matplotlib.pyplot.legend var16=keras.VGG19 var17.add	var17.add_flatten
10856	var16=keras.VGG19 var17.add var17.add_flatten	var17.add_dense
10862	var17.add_dropout var17.add_dense var17.compile	var18=var17.fit
10863	var17.add_dense var17.compile var18=var17.fit	matplotlib.pyplot.plot
10864	matplotlib.pyplot.legend var19=keras.InceptionV3 var20.add	var20.add_flatten
10865	var19=keras.InceptionV3 var20.add var20.add_flatten	var20.add_dense
10866	var20.add var20.add_flatten var20.add_dense	var20.add_dropout
10871	var20.add_dropout var20.add_dense var20.compile	var21=var20.fit
10872	var20.add_dense var20.compile var21=var20.fit	matplotlib.pyplot.plot
10873	import_cv2	import_numpy
10874	import_cv2 import_numpy	import_os
10875	import_cv2 import_numpy import_os	import_numpy
10876	numpy.save var10.append_0 import_tflearn	import_tensorflow
10877	var10.append_0 import_tflearn import_tensorflow	tensorflow.reset_default_graph
10878	import_tflearn import_tensorflow tensorflow.reset_default_graph	var14.load
10879	import_tensorflow tensorflow.reset_default_graph var14.load	var18=numpy.array
10880	var18=numpy.array var20=numpy.array var14.fit	var14.save
10881	var20=numpy.array var14.fit var14.save	import_matplotlib.pyplot
10920	keras.engine.load_weights_from_hdf5_group_by_name var20=var18.predict var23.add_dense	var23.add_dropout
10921	var20=var18.predict var23.add_dense var23.add_dropout	var23.add_dense
10922	var23.add_dense var23.add_dropout var23.add_dense	var23.compile
10923	var23.add_dropout var23.add_dense var23.compile	var23.fit
10924	var23.add_dense var23.compile var23.fit	import_seaborn
10925	var12=var10.flow_from_directory	var13=var11.flow_from_directory
10926	var12=var10.flow_from_directory var13=var11.flow_from_directory	var14=var11.flow_from_directory
10927	var12=var10.flow_from_directory var13=var11.flow_from_directory var14=var11.flow_from_directory	import_keras.backend
10928	var13=var11.flow_from_directory var14=var11.flow_from_directory import_keras.backend	var16=keras.Sequential
10929	var14=var11.flow_from_directory import_keras.backend var16=keras.Sequential	var16.add
10930	import_keras.backend var16=keras.Sequential var16.add	var16.add
10934	var16.add var16.add var16.compile	var18=var16.fit_generator
10935	var16.add var16.compile var18=var16.fit_generator	var19=var16.predict_generator
10936	var10=torch.nn.functional.relu var10=torch.nn.functional.relu import_torch.optim	var12=torch.nn.MSELoss
10937	var10=torch.nn.functional.relu import_torch.optim var12=torch.nn.MSELoss	var13=torch.optim.Adam
10938	import_torch.optim var12=torch.nn.MSELoss var13=torch.optim.Adam	var13.zero_grad
10939	var12=torch.nn.MSELoss var13=torch.optim.Adam var13.zero_grad	var16.backward
10940	var13=torch.optim.Adam var13.zero_grad var16.backward	var13.step
10941	var13.zero_grad var16.backward var13.step	var17=pandas.read_json
10942	var12=numpy.asarray var13=numpy.asarray var16.compile	var16.compile
10943	var13=numpy.asarray var16.compile var16.compile	var16.add_batchnormalization
10944	var16.compile var16.compile var16.add_batchnormalization	var16.add_bidirectional
10945	var16.compile var16.add_batchnormalization var16.add_bidirectional	var16.add_bidirectional
10946	var16.add_batchnormalization var16.add_bidirectional var16.add_bidirectional	var16.add_attention
10947	var16.add_bidirectional var16.add_bidirectional var16.add_attention	var16.add_dense
10948	var16.add_bidirectional var16.add_attention var16.add_dense	var16.compile
10949	var16.add_attention var16.add_dense var16.compile	var31=var16.fit
10950	var16.add_dense var16.compile var31=var16.fit	var33=var16.predict
10951	var9=numpy.concatenate var13=numpy.asarray var19.compile	var19.fit
10952	var13=numpy.asarray var19.compile var19.fit	var23=var19.predict
10953	var9=numpy.asarray var10=numpy.asarray var11.add_batchnormalization	var11.add_bidirectional
10954	var10=numpy.asarray var11.add_batchnormalization var11.add_bidirectional	var11.add_flatten
10955	var11.add_batchnormalization var11.add_bidirectional var11.add_flatten	var11.add_dense
10956	var11.add_bidirectional var11.add_flatten var11.add_dense	var11.compile
10957	var11.add_flatten var11.add_dense var11.compile	var11.fit
10958	var11.add_dense var11.compile var11.fit	var13=var11.predict
10959	var1=pandas.read_json var0.head var12.compile	var12.summary
10960	var0.head var12.compile var12.summary	var12.fit
10961	var12.compile var12.summary var12.fit	var14=var12.predict
10962	iloc var8=lightgbm.Dataset var10=lightgbm.train	var11=var10.predict
10963	var19=lightgbm.Dataset var20=lightgbm.cv var22=lightgbm.train	var24=pandas.DataFrame
10964	var9=numpy.asarray var10=numpy.asarray var16.add_batchnormalization	var16.add_bidirectional
10965	var10=numpy.asarray var16.add_batchnormalization var16.add_bidirectional	var16.add_bidirectional
10969	var16.add_attention var16.add_dense var16.compile	var16.fit
10970	var16.add_dense var16.compile var16.fit	var18=var16.predict
10972	var10=numpy.asarray var16.add_batchnormalization var16.add_bidirectional	var16.add_batchnormalization
10973	var16.add_batchnormalization var16.add_bidirectional var16.add_batchnormalization	var16.add_bidirectional
10974	var16.add_bidirectional var16.add_batchnormalization var16.add_bidirectional	var16.add_attention
10975	var16.add_batchnormalization var16.add_bidirectional var16.add_attention	var16.add_dense
10980	var10=numpy.asarray var11.add_batchnormalization var11.add_bidirectional	var11.add_bidirectional
10981	var11.add_batchnormalization var11.add_bidirectional var11.add_bidirectional	var11.add_flatten
10982	var11.add_bidirectional var11.add_bidirectional var11.add_flatten	var11.add_dropout
10983	var11.add_bidirectional var11.add_flatten var11.add_dropout	var11.add_dense
10984	var11.add_flatten var11.add_dropout var11.add_dense	var11.add_dense
10985	var11.add_dropout var11.add_dense var11.add_dense	var11.compile
10986	var11.add_dense var11.add_dense var11.compile	var11.fit
10988	import_os.path import_os import_time	import_random
10989	import_os import_time import_random	import_os.path
10990	import_time import_random import_os.path	import_os
10991	import_random import_os.path import_os	var23.add_gaussiannoise
10992	import_os.path import_os var23.add_gaussiannoise	var23.add_gaussiandropout
10993	import_os var23.add_gaussiannoise var23.add_gaussiandropout	var23.add_batchnormalization
10994	var23.add_gaussiannoise var23.add_gaussiandropout var23.add_batchnormalization	var23.add_bidirectional
10995	var23.add_gaussiandropout var23.add_batchnormalization var23.add_bidirectional	var23.add_bidirectional
10996	var23.add_batchnormalization var23.add_bidirectional var23.add_bidirectional	var23.add_attention
10997	var23.add_bidirectional var23.add_bidirectional var23.add_attention	var23.add_batchnormalization
10998	var23.add_bidirectional var23.add_attention var23.add_batchnormalization	var23.add_dense
10999	var23.add_attention var23.add_batchnormalization var23.add_dense	var23.add_dense
