	Line	Next
3277	var20.fit var21=var20.make_future_dataframe var22=var20.predict	var18.head
3279	import_time	import_requests
3280	import_time import_requests	import_pandas
3281	import_time import_requests import_pandas	var13=pandas.read_csv
3282	import_requests import_pandas var13=pandas.read_csv	var14=var13.copy
3283	import_pandas var13=pandas.read_csv var14=var13.copy	var14=pandas.merge
3284	var13=pandas.read_csv var14=var13.copy var14=pandas.merge	import_time
3285	var14=var13.copy var14=pandas.merge import_time	import_requests
3286	var14=pandas.merge import_time import_requests	import_pandas
3287	import_time import_requests import_pandas	var14.to_csv
3288	import_requests import_pandas var14.to_csv	var13=pandas.read_csv
3289	import_pandas var14.to_csv var13=pandas.read_csv	var14=var13.copy
3290	var14.to_csv var13=pandas.read_csv var14=var13.copy	var14=pandas.merge
3292	var1=pandas.read_csv var1.head	import_matplotlib.dates
3293	matplotlib.pyplot.title matplotlib.pyplot.show var1.head	var11=var4.corr
3294	matplotlib.pyplot.show var1.head var11=var4.corr	seaborn.heatmap
3295	var1.head var11=var4.corr seaborn.heatmap	matplotlib.pyplot.title
3296	var11=var4.corr seaborn.heatmap matplotlib.pyplot.title	matplotlib.pyplot.show
3297	seaborn.heatmap matplotlib.pyplot.title matplotlib.pyplot.show	var10.append_0
3298	matplotlib.pyplot.title matplotlib.pyplot.show var10.append_0	var1=pandas.read_csv
3299	matplotlib.pyplot.show var10.append_0 var1=pandas.read_csv	var4=pandas.read_csv
3300	var10.append_0 var1=pandas.read_csv var4=pandas.read_csv	var1=pandas.merge
3301	var1=pandas.read_csv var4=pandas.read_csv var1=pandas.merge	var1=pandas.read_csv
3302	var4=pandas.read_csv var1=pandas.merge var1=pandas.read_csv	var12.fit
3303	var1=pandas.merge var1=pandas.read_csv var12.fit	var13=var12.make_future_dataframe
3304	var1=pandas.read_csv var12.fit var13=var12.make_future_dataframe	var14=var12.predict
3305	var12.fit var13=var12.make_future_dataframe var14=var12.predict	var12.plot
3309	var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv	var4=numpy.array
3310	matplotlib.pyplot.show var21.append_0 var23=pandas.read_csv	import_matplotlib.dates
3311	var21.append_0 var23=pandas.read_csv import_matplotlib.dates	seaborn.tsplot
3312	var23=pandas.read_csv import_matplotlib.dates seaborn.tsplot	var18.autofmt_xdate
3313	import_matplotlib.dates seaborn.tsplot var18.autofmt_xdate	matplotlib.pyplot.xlabel
3314	seaborn.tsplot var18.autofmt_xdate matplotlib.pyplot.xlabel	matplotlib.pyplot.ylabel
3315	var18.autofmt_xdate matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel	matplotlib.pyplot.title
3316	matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title	matplotlib.pyplot.show
3317	matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.show	import_matplotlib.ticker
3318	matplotlib.pyplot.title matplotlib.pyplot.show var23.head	var33=var20.corr
3319	matplotlib.pyplot.show var23.head var33=var20.corr	seaborn.heatmap
3320	var23.head var33=var20.corr seaborn.heatmap	matplotlib.pyplot.title
3321	var33=var20.corr seaborn.heatmap matplotlib.pyplot.title	matplotlib.pyplot.show
3322	seaborn.heatmap matplotlib.pyplot.title matplotlib.pyplot.show	var32.append_0
3323	matplotlib.pyplot.title matplotlib.pyplot.show var32.append_0	var23=pandas.read_csv
3324	matplotlib.pyplot.show var32.append_0 var23=pandas.read_csv	var20=pandas.read_csv
3325	var32.append_0 var23=pandas.read_csv var20=pandas.read_csv	var23=pandas.merge
3342	import_math import_pandas var0=pandas.read_csv	import_numpy
3343	import_pandas var0=pandas.read_csv import_numpy	var0.head
3344	var0=pandas.read_csv import_numpy var0.head	var0.head
3345	matplotlib.pyplot.plot matplotlib.pyplot.plot var17=pandas.read_csv	var17.head
3446	var0=pandas.read_csv iloc	var2=numpy.mean
3447	iloc var2=numpy.mean var3=pandas.read_csv	var3.to_csv
3448	import_dicom	import_os
3449	import_dicom import_os	import_pandas
3450	import_dicom import_os import_pandas	var2=pandas.read_csv
3451	import_os import_pandas var2=pandas.read_csv	var2.head
3452	import_pandas var2=pandas.read_csv var2.head	import_matplotlib.pyplot
3453	var8=var7.add_subplot var8.imshow import_math	var2=pandas.read_csv
3454	var8.imshow import_math var2=pandas.read_csv	var3=var2.get_value
3455	import_math var2=pandas.read_csv var3=var2.get_value	var5.sort
3456	var2=pandas.read_csv var3=var2.get_value var5.sort	var11.append_0
3457	var3=var2.get_value var5.sort var11.append_0	var3=var2.get_value
3458	var8=var7.add_subplot var8.imshow import_numpy	import_pandas
3459	var8.imshow import_numpy import_pandas	import_dicom
3460	import_numpy import_pandas import_dicom	import_os
3461	import_pandas import_dicom import_os	import_matplotlib.pyplot
3462	import_dicom import_os import_matplotlib.pyplot	import_cv2
3463	import_os import_matplotlib.pyplot import_cv2	import_math
3464	import_matplotlib.pyplot import_cv2 import_math	var17=pandas.read_csv
3465	import_cv2 import_math var17=pandas.read_csv	numpy.save
3466	import_math var17=pandas.read_csv numpy.save	var3=var2.get_value
3467	var17=pandas.read_csv numpy.save var3=var2.get_value	var5.sort
3468	numpy.save var3=var2.get_value var5.sort	var11.append_0
3469	var3=var2.get_value var5.sort var11.append_0	var11.append_1
3470	var5.sort var11.append_0 var11.append_1	var11.append_2
3471	var11.append_0 var11.append_1 var11.append_2	var11.append_3
3472	var11.append_1 var11.append_2 var11.append_3	var7=matplotlib.pyplot.figure
3473	var11.append_2 var11.append_3 var7=matplotlib.pyplot.figure	matplotlib.pyplot.show
3474	var11.append_3 var7=matplotlib.pyplot.figure matplotlib.pyplot.show	var3=numpy.array
3475	var7=matplotlib.pyplot.figure matplotlib.pyplot.show var3=numpy.array	var18.append_4
3476	matplotlib.pyplot.show var3=numpy.array var18.append_4	var8=var7.add_subplot
3477	var3=numpy.array var18.append_4 var8=var7.add_subplot	var8.imshow
3478	var18.append_4 var8=var7.add_subplot var8.imshow	var3=numpy.array
3479	var8=var7.add_subplot var8.imshow var3=numpy.array	import_tensorflow
3480	import_dicom import_os var2=pandas.read_csv	var2.head
3508	var30=pandas.read_csv	var43=numpy.empty
3509	var30=pandas.read_csv var43=numpy.empty	var44=numpy.empty
3541	var9.append_2 var9.append_3 import_numpy	import_pandas
3542	var9.append_3 import_numpy import_pandas	import_dicom
3547	import_matplotlib.pyplot import_cv2 import_math	var16=pandas.read_csv
3548	import_cv2 import_math var16=pandas.read_csv	numpy.save
3549	import_math var16=pandas.read_csv numpy.save	var6=var4.get_value
3550	var16=pandas.read_csv numpy.save var6=var4.get_value	var8.sort
3551	numpy.save var6=var4.get_value var8.sort	var9.append_0
3552	var6=var4.get_value var8.sort var9.append_0	var9.append_1
3553	var8.sort var9.append_0 var9.append_1	var9.append_2
3554	var9.append_0 var9.append_1 var9.append_2	var9.append_3
3555	var9.append_1 var9.append_2 var9.append_3	var5=matplotlib.pyplot.figure
3556	var9.append_2 var9.append_3 var5=matplotlib.pyplot.figure	matplotlib.pyplot.show
3557	var9.append_3 var5=matplotlib.pyplot.figure matplotlib.pyplot.show	var6=numpy.array
3558	var5=matplotlib.pyplot.figure matplotlib.pyplot.show var6=numpy.array	var17.append_4
3559	matplotlib.pyplot.show var6=numpy.array var17.append_4	var11=var5.add_subplot
3560	var6=numpy.array var17.append_4 var11=var5.add_subplot	var11.imshow
3561	var17.append_4 var11=var5.add_subplot var11.imshow	var6=numpy.array
3562	var11=var5.add_subplot var11.imshow var6=numpy.array	import_tensorflow
3624	import_matplotlib.pyplot import_cv2 import_math	var12=pandas.read_csv
3625	import_cv2 import_math var12=pandas.read_csv	numpy.save
3626	import_math var12=pandas.read_csv numpy.save	var3=var2.get_value
3627	var12=pandas.read_csv numpy.save var3=var2.get_value	var5.sort
3628	numpy.save var3=var2.get_value var5.sort	var14.append_0
3629	var3=var2.get_value var5.sort var14.append_0	var14.append_1
3630	var5.sort var14.append_0 var14.append_1	var14.append_2
3631	var14.append_0 var14.append_1 var14.append_2	var14.append_3
3632	var14.append_1 var14.append_2 var14.append_3	var7=matplotlib.pyplot.figure
3633	var14.append_2 var14.append_3 var7=matplotlib.pyplot.figure	matplotlib.pyplot.show
3634	var14.append_3 var7=matplotlib.pyplot.figure matplotlib.pyplot.show	var3=numpy.array
3635	var7=matplotlib.pyplot.figure matplotlib.pyplot.show var3=numpy.array	var13.append_4
3636	matplotlib.pyplot.show var3=numpy.array var13.append_4	var8=var7.add_subplot
3637	var3=numpy.array var13.append_4 var8=var7.add_subplot	var8.imshow
3638	var13.append_4 var8=var7.add_subplot var8.imshow	var3=numpy.array
3639	var10.append_0 var2=pandas.read_csv	var12=var2.get_value
3640	import_matplotlib.pyplot	import_dicom
3641	import_matplotlib.pyplot import_dicom	var2=pandas.read_csv
3642	import_matplotlib.pyplot import_dicom var2=pandas.read_csv	var5=var2.get_value
3643	import_dicom var2=pandas.read_csv var5=var2.get_value	var7.sort
3663	var11.append_1 var11.append_2 var11.append_3	var3=numpy.array
3664	var11.append_2 var11.append_3 var3=numpy.array	var18.append_4
3665	var11.append_3 var3=numpy.array var18.append_4	var7=matplotlib.pyplot.figure
3666	var3=numpy.array var18.append_4 var7=matplotlib.pyplot.figure	matplotlib.pyplot.show
3667	var18.append_4 var7=matplotlib.pyplot.figure matplotlib.pyplot.show	var3=numpy.array
3668	var7=matplotlib.pyplot.figure matplotlib.pyplot.show var3=numpy.array	var8=var7.add_subplot
3669	matplotlib.pyplot.show var3=numpy.array var8=var7.add_subplot	var8.imshow
3670	var3=numpy.array var8=var7.add_subplot var8.imshow	import_tensorflow
3672	import_numpy import_pandas	import_dicom
3677	import_matplotlib.pyplot import_cv2 import_math	var4=pandas.read_csv
3678	import_cv2 import_math var4=pandas.read_csv	numpy.save
3679	import_math var4=pandas.read_csv numpy.save	var8.sort
3680	var4=pandas.read_csv numpy.save var8.sort	var9.append_0
3681	numpy.save var8.sort var9.append_0	var9.append_1
3684	var9.append_1 var9.append_2 var9.append_3	var13=matplotlib.pyplot.figure
3685	var9.append_2 var9.append_3 var13=matplotlib.pyplot.figure	matplotlib.pyplot.show
3686	var9.append_3 var13=matplotlib.pyplot.figure matplotlib.pyplot.show	var6=numpy.array
3687	var13=matplotlib.pyplot.figure matplotlib.pyplot.show var6=numpy.array	var5.append_4
3688	matplotlib.pyplot.show var6=numpy.array var5.append_4	var14=var13.add_subplot
3689	var6=numpy.array var5.append_4 var14=var13.add_subplot	var14.imshow
3690	var5.append_4 var14=var13.add_subplot var14.imshow	var6=numpy.array
3772	import_xgboost import_matplotlib.pylab import_string	import_random
3773	import_matplotlib.pyplot import_itertools var2=pandas.read_csv	var2.head
3774	import_itertools var2=pandas.read_csv var2.head	var3.sort
3775	var1.append_0 var2.append_1 var3=pandas.read_csv	var13=pandas.DataFrame
3778	import_dicom import_os	var2=pandas.read_csv
3780	import_os var2=pandas.read_csv var2.head	var3=var2.get_value
3785	import_pandas var2=pandas.read_csv var2.head	var3=var2.get_value
3786	var6=pandas.read_csv	var6.sample
3787	var6=pandas.read_csv var6.sample	var7=matplotlib.pyplot.imshow
3788	matplotlib.pyplot.xlabel matplotlib.pyplot.title var3=pandas.read_csv	var3.head
3789	matplotlib.pyplot.title var3=pandas.read_csv var3.head	var5=pandas.read_csv
3790	var3=pandas.read_csv var3.head var5=pandas.read_csv	var5.to_csv
3791	var2=pandas.read_csv	var3.sort
3799	var3.head var5=pandas.read_csv var5.to_csv	matplotlib.pyplot.plot
3800	matplotlib.pyplot.title matplotlib.pyplot.legend var5=pandas.read_csv	var5.head
3801	matplotlib.pyplot.legend var5=pandas.read_csv var5.head	import_dicom
3894	var11=xgboost.DMatrix var13=xgboost.train var14=xgboost.DMatrix	var15=var13.predict
3895	var13=xgboost.train var14=xgboost.DMatrix var15=var13.predict	var17=pandas.read_csv
3896	var14=xgboost.DMatrix var15=var13.predict var17=pandas.read_csv	var17.to_csv
3899	import_dicom import_os import_pandas	var1.sort
3900	import_os import_pandas var1.sort	var2=pandas.read_csv
3901	import_pandas var1.sort var2=pandas.read_csv	var3=var2.get_value
3907	var9=numpy.array var10=var9.reshape var14=var13.fit	var15=var13.predict
3908	var10=var9.reshape var14=var13.fit var15=var13.predict	var16=var13.predict_proba
3909	var14=var13.fit var15=var13.predict var16=var13.predict_proba	var18=pandas.read_csv
3910	var15=var13.predict var16=var13.predict_proba var18=pandas.read_csv	var18.to_csv
3915	import_os import_pandas var2=pandas.read_csv	var3=var2.get_value
3916	import_matplotlib.pyplot import_dicom var2=pandas.read_csv	var2.head
3917	import_dicom var2=pandas.read_csv var2.head	var3=var2.get_value
3918	var3=var2.get_value var5.sort var7=pandas.read_csv	var1.sort
3919	var5.sort var7=pandas.read_csv var1.sort	var7=pandas.read_csv
3920	var7=pandas.read_csv var1.sort var7=pandas.read_csv	var5.sort
3960	var8.imshow import_math var2=pandas.read_csv	var4=var2.get_value
3961	import_math var2=pandas.read_csv var4=var2.get_value	var6.sort
3962	var2=pandas.read_csv var4=var2.get_value var6.sort	var11.append_0
3963	var4=var2.get_value var6.sort var11.append_0	var4=var2.get_value
3964	import_os import_pandas var0=pandas.read_csv	var0.head
3969	import_pandas var2=pandas.read_csv var2.head	import_dicom
4029	import_pandas import_scipy.ndimage var0=pandas.read_csv	var0.head
4030	import_scipy.ndimage var0=pandas.read_csv var0.head	var2.sort
4085	matplotlib.pyplot.imshow matplotlib.pyplot.show var5=pandas.read_csv	var5.head
4086	matplotlib.pyplot.show var5=pandas.read_csv var5.head	var6=numpy.zeros
4087	var54.compile var57=var54.fit var59=numpy.array	var61=var54.predict
4088	import_os	import_numpy
4089	import_os import_numpy	import_torch
4090	import_os import_numpy import_torch	torch.save
4091	import_numpy import_torch torch.save	var6.append_0
4092	import_torch torch.save var6.append_0	var8.append_1
4093	torch.save var6.append_0 var8.append_1	var12=var11.sum
4094	var6.append_0 var8.append_1 var12=var11.sum	var13=var11.sum
4095	var8.append_1 var12=var11.sum var13=var11.sum	var11=numpy.zeros
4096	var12=var11.sum var13=var11.sum var11=numpy.zeros	import_PIL
4098	var9.append_1 var7.sample var7.to_csv	var11=var0.sample
4100	var0=pandas.read_csv loc	matplotlib.pyplot.imshow
4101	matplotlib.pyplot.subplot matplotlib.pyplot.imshow matplotlib.pyplot.imsave	matplotlib.pyplot.imsave
4102	matplotlib.pyplot.imshow matplotlib.pyplot.imsave matplotlib.pyplot.imsave	matplotlib.pyplot.imsave
4103	matplotlib.pyplot.imsave matplotlib.pyplot.imsave matplotlib.pyplot.imsave	matplotlib.pyplot.imsave
4104	matplotlib.pyplot.imsave matplotlib.pyplot.imsave matplotlib.pyplot.imsave	var20=tensorflow.reduce_mean
4105	import_os	import_sys
4106	import_os import_sys	import_random
4107	import_os import_sys import_random	import_warnings
4108	import_sys import_random import_warnings	import_h5py
4109	import_random import_warnings import_h5py	import_matplotlib.pyplot
4110	import_warnings import_h5py import_matplotlib.pyplot	var4=numpy.zeros
4111	import_h5py import_matplotlib.pyplot var4=numpy.zeros	var5=pandas.read_csv
4112	import_matplotlib.pyplot var4=numpy.zeros var5=pandas.read_csv	var8.close
4113	var4=numpy.zeros var5=pandas.read_csv var8.close	values
4114	var5=pandas.read_csv var8.close values	var7.append_0
4115	var8.close values var7.append_0	var11=numpy.zeros
4116	values var7.append_0 var11=numpy.zeros	var11=numpy.max
4117	var7.append_0 var11=numpy.zeros var11=numpy.max	var6.append_1
4118	var11=numpy.zeros var11=numpy.max var6.append_1	matplotlib.pyplot.show
4119	var9=numpy.maximum var10.append_0 var13=pandas.read_csv	var13.head
4120	var10.append_0 var13=pandas.read_csv var13.head	import_matplotlib.patches
4121	var2=pandas.read_csv	var2.sample
4122	var2=pandas.read_csv var2.sample	var4=pandas.DataFrame
4125	var61=var27.predict var27.save var62=pandas.read_csv	var62.head
4126	var16=numpy.stack var16.append_0 var18=pandas.read_csv	var18.head
4129	var2=pandas.read_csv	matplotlib.pyplot.close
4140	var3=pandas.read_csv var3.head	var3=pandas.read_csv
4147	var9=numpy.zeros var10.append_0 var21=pandas.DataFrame	var21.to_csv
4148	var10.append_0 var21=pandas.DataFrame var21.to_csv	var21=pandas.read_csv
4149	var21=pandas.DataFrame var21.to_csv var21=pandas.read_csv	var27=pandas.DataFrame
4152	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv	var3=var2.merge
4160	var5=pandas.read_csv var6=pandas.read_csv var7=pandas.read_csv	var8=pandas.read_csv
4161	var6=pandas.read_csv var7=pandas.read_csv var8=pandas.read_csv	var9=pandas.read_csv
4162	var7=pandas.read_csv var8=pandas.read_csv var9=pandas.read_csv	var10=pandas.read_csv
4163	var8=pandas.read_csv var9=pandas.read_csv var10=pandas.read_csv	var11=pandas.read_csv
4164	var9=pandas.read_csv var10=pandas.read_csv var11=pandas.read_csv	var12=pandas.read_csv
4165	var10=pandas.read_csv var11=pandas.read_csv var12=pandas.read_csv	var0.head
4167	var0=pandas.read_csv var1=pandas.read_csv	var2=pandas.merge
4168	var13=var13.replace var13=var13.replace var14=pandas.read_csv	var14.head
4169	var13=var13.replace var14=pandas.read_csv var14.head	var15=pandas.read_csv
4170	var14=pandas.read_csv var14.head var15=pandas.read_csv	var15.head
4171	var14.head var15=pandas.read_csv var15.head	var16=pandas.read_csv
4172	var15=pandas.read_csv var15.head var16=pandas.read_csv	var16.head
4173	var15.head var16=pandas.read_csv var16.head	var17.head
4174	dt var26.head var28=pandas.read_csv	var29=pandas.merge
4175	import_random import_os var5=pandas.read_csv	var6=pandas.read_csv
4176	import_os var5=pandas.read_csv var6=pandas.read_csv	var7=pandas.read_csv
4179	var7=pandas.read_csv var8=pandas.read_csv var9=pandas.read_csv	var10=pandas.merge
4180	var8=pandas.read_csv var9=pandas.read_csv var10=pandas.merge	var11=pandas.merge
4181	var9=pandas.read_csv var10=pandas.merge var11=pandas.merge	var12=pandas.merge
4182	var10=pandas.merge var11=pandas.merge var12=pandas.merge	var11=pandas.merge
4183	var11=pandas.merge var12=pandas.merge var11=pandas.merge	var11.drop
4184	var12=pandas.merge var11=pandas.merge var11.drop	seaborn.barplot
4185	matplotlib.pyplot.title matplotlib.pyplot.show var17=pandas.read_csv	var13=var13.reset_index
4186	seaborn.barplot matplotlib.pyplot.show var18=pandas.read_csv	dt
4187	matplotlib.pyplot.show var18=pandas.read_csv dt	dt
4188	var18=pandas.read_csv dt dt	dt
4189	dt dt dt	dt
4193	dt dt dt	seaborn.barplot
4194	seaborn.barplot matplotlib.pyplot.show var19=pandas.read_csv	var20=pandas.read_csv
4195	matplotlib.pyplot.show var19=pandas.read_csv var20=pandas.read_csv	var21=pandas.read_csv
4196	var19=pandas.read_csv var20=pandas.read_csv var21=pandas.read_csv	var22=pandas.read_csv
4197	var20=pandas.read_csv var21=pandas.read_csv var22=pandas.read_csv	matplotlib.pyplot.figure
4198	matplotlib.pyplot.title matplotlib.pyplot.show var23=pandas.read_csv	var24=pandas.read_csv
4199	matplotlib.pyplot.show var23=pandas.read_csv var24=pandas.read_csv	var11=pandas.merge
4200	import_nltk import_re var1=pandas.read_csv	var2=pandas.read_csv
4201	import_re var1=pandas.read_csv var2=pandas.read_csv	var3=pandas.read_csv
4211	var10=pandas.read_csv var11=pandas.read_csv var12=pandas.read_csv	var13=pandas.read_csv
4212	var11=pandas.read_csv var12=pandas.read_csv var13=pandas.read_csv	var1.head
4213	seaborn.barplot matplotlib.pyplot.title var2.info	var37.append_0
4226	var10=pandas.read_csv var11=pandas.read_csv var12=pandas.read_csv	var13=var10.merge
4238	var9=pandas.read_csv var10=pandas.read_csv var11=pandas.read_csv	var10.head
4253	var11=pandas.read_csv var12=pandas.read_csv var13=pandas.read_csv	var14=pandas.read_csv
4254	var12=pandas.read_csv var13=pandas.read_csv var14=pandas.read_csv	pandas.set_option
4255	var93=var91.transform var96=pandas.DataFrame var97=pandas.merge	var97=pandas.merge
4256	var96=pandas.DataFrame var97=pandas.merge var97=pandas.merge	var98=pandas.merge
4257	var4=var3.count var1.append_0 var7=pandas.read_csv	var8=pandas.read_csv
4258	var1.append_0 var7=pandas.read_csv var8=pandas.read_csv	var9=pandas.read_csv
4264	var12=pandas.read_csv var13=pandas.read_csv var14=pandas.read_csv	var15=pandas.read_csv
4265	var13=pandas.read_csv var14=pandas.read_csv var15=pandas.read_csv	var16=pandas.read_csv
4266	var14=pandas.read_csv var15=pandas.read_csv var16=pandas.read_csv	var17=pandas.read_csv
4267	var15=pandas.read_csv var16=pandas.read_csv var17=pandas.read_csv	var18=pandas.read_csv
4268	var16=pandas.read_csv var17=pandas.read_csv var18=pandas.read_csv	var19=pandas.read_csv
4269	var17=pandas.read_csv var18=pandas.read_csv var19=pandas.read_csv	var17.head
4282	var11=pandas.read_csv var12=pandas.read_csv var13=pandas.read_csv	var1=pandas.concat
4290	var5=pandas.read_csv var6=pandas.read_csv var7=pandas.read_csv	var0.head
4292	matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel var1=pandas.read_csv	var1.head
4293	matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel var2=pandas.read_csv	var2.head
4294	var6=pandas.Series var6.head var7=pandas.read_csv	var7.head
4295	var6=pandas.Series var6.head var11=pandas.read_csv	var11.head
4308	var10=pandas.read_csv var11=pandas.read_csv var12=pandas.read_csv	var8.head
4309	seaborn.set_context var0=seaborn.color_palette var4=pandas.read_csv	var5=pandas.read_csv
4310	var0=seaborn.color_palette var4=pandas.read_csv var5=pandas.read_csv	var6=pandas.read_csv
4318	var11=pandas.read_csv var12=pandas.read_csv var13=pandas.read_csv	var15=var11.set_index
4319	var7.sort_values var7.rename var9=pandas.read_csv	var10=pandas.read_csv
4320	var7.rename var9=pandas.read_csv var10=pandas.read_csv	var11=pandas.read_csv
4329	var17=pandas.read_csv var18=pandas.read_csv var19=pandas.read_csv	var20=pandas.read_csv
4330	var18=pandas.read_csv var19=pandas.read_csv var20=pandas.read_csv	var21=pandas.read_csv
4331	var19=pandas.read_csv var20=pandas.read_csv var21=pandas.read_csv	var9.head
4346	var0=pandas.read_csv var0.head	matplotlib.pyplot.title
4347	matplotlib.pyplot.xlabel matplotlib.pyplot.show var2=pandas.read_csv	var2.head
4348	matplotlib.pyplot.show var2=pandas.read_csv var2.head	matplotlib.pyplot.title
4349	matplotlib.pyplot.xlabel matplotlib.pyplot.show var6=pandas.read_csv	var6.head
4350	matplotlib.pyplot.show var6=pandas.read_csv var6.head	var7=pandas.read_csv
4351	var6=pandas.read_csv var6.head var7=pandas.read_csv	var7.head
4352	var6.head var7=pandas.read_csv var7.head	var8=pandas.read_csv
4353	var7=pandas.read_csv var7.head var8=pandas.read_csv	var8.head
4354	var7.head var8=pandas.read_csv var8.head	var9=pandas.read_csv
4355	var8=pandas.read_csv var8.head var9=pandas.read_csv	var9.head
4356	var8.head var9=pandas.read_csv var9.head	var10=pandas.read_csv
4357	var9=pandas.read_csv var9.head var10=pandas.read_csv	var10.head
4358	var9.head var10=pandas.read_csv var10.head	var11=pandas.read_csv
4360	var10.head var11=pandas.read_csv var11.head	var12=pandas.read_csv
4362	var11.head var12=pandas.read_csv var12.head	var13=pandas.read_csv
4364	var12.head var13=pandas.read_csv var13.head	var14=pandas.read_csv
4366	var13.head var14=pandas.read_csv var14.head	var15=pandas.read_csv
4371	var0=pandas.read_csv var0.head	var2=pandas.read_csv
4372	var0=pandas.read_csv var0.head var2=pandas.read_csv	var2.head
4373	var0.head var2=pandas.read_csv var2.head	var3=pandas.read_csv
4375	var7=pandas.Series var7.head var8=pandas.read_csv	var8.head
4378	var3=pandas.read_csv	seaborn.set_style
4379	var3=pandas.read_csv seaborn.set_style	seaborn.despine
4380	var3=pandas.read_csv seaborn.set_style seaborn.despine	var6=var0.merge
4381	var0=pandas.read_csv	var2=var1.fit_transform
4382	matplotlib.pyplot.axis matplotlib.pyplot.show var5=pandas.read_csv	var6=pandas.read_csv
4383	matplotlib.pyplot.show var5=pandas.read_csv var6=pandas.read_csv	var7=pandas.read_csv
4384	var5=pandas.read_csv var6=pandas.read_csv var7=pandas.read_csv	var8=var6.merge
4385	var6=pandas.read_csv var7=pandas.read_csv var8=var6.merge	var9=pandas.read_csv
4386	var7=pandas.read_csv var8=var6.merge var9=pandas.read_csv	var9.head
4387	var8=var6.merge var9=pandas.read_csv var9.head	var10=pandas.read_csv
4388	var9=pandas.read_csv var9.head var10=pandas.read_csv	var10.info
4389	var9.head var10=pandas.read_csv var10.info	iloc
4390	var10.info iloc var12=pandas.read_csv	dt
4391	iloc var12=pandas.read_csv dt	dt
4392	var12=pandas.read_csv dt dt	dt
4393	dt dt dt	var12.head
4394	dt dt var12.head	var12.info
4395	var12.head var12.info var13=pandas.read_csv	var13.head
4396	var12.info var13=pandas.read_csv var13.head	var14=var9.merge
4397	var13=pandas.read_csv var13.head var14=var9.merge	var15=var12.merge
4398	var12.info seaborn.heatmap var17=pandas.read_csv	dt
4399	seaborn.heatmap var17=pandas.read_csv dt	dt
4400	var17=pandas.read_csv dt dt	dt
4402	dt dt dt	var17.head
4403	dt var17.head var18=pandas.read_csv	var19=var9.merge
4404	var17.head var18=pandas.read_csv var19=var9.merge	var20=var17.merge
4405	seaborn.distplot seaborn.heatmap var22=pandas.read_csv	dt
4406	seaborn.heatmap var22=pandas.read_csv dt	var22.info
4407	var22=pandas.read_csv dt var22.info	var22.head
4408	var22.head seaborn.distplot var23=pandas.read_csv	dt
4409	seaborn.distplot var23=pandas.read_csv dt	var24=var17.merge
4410	var3=pandas.read_csv	var4=pandas.read_csv
4411	var3=pandas.read_csv var4=pandas.read_csv	var5=pandas.read_csv
4422	var13=pandas.read_csv var14=pandas.read_csv var15=pandas.read_csv	var17.extend
4423	import_spacy import_gensim var1=pandas.read_csv	var2=pandas.read_csv
4424	import_gensim var1=pandas.read_csv var2=pandas.read_csv	var3=pandas.read_csv
4427	var3=pandas.read_csv var4=pandas.read_csv var1.head	var5=var1.merge
4440	var11=pandas.read_csv var12=pandas.read_csv var13=pandas.read_csv	matplotlib.pyplot.figure
4441	var1.head var1=var1.replace var14=pandas.Timestamp	var1.head
4442	var0=pandas.read_csv	var0.set_index
4443	var0=pandas.read_csv var0.set_index	var0.sort_index
4444	var0=pandas.read_csv var0.set_index var0.sort_index	var1=pandas.read_csv
4445	var0.set_index var0.sort_index var1=pandas.read_csv	var1.set_index
4446	var0.sort_index var1=pandas.read_csv var1.set_index	var1.sort_index
4447	var1=pandas.read_csv var1.set_index var1.sort_index	var4=pandas.read_csv
4448	var1.set_index var1.sort_index var4=pandas.read_csv	var4.set_index
4449	var1.sort_index var4=pandas.read_csv var4.set_index	var4.sort_index
4450	var4=pandas.read_csv var4.set_index var4.sort_index	var5=pandas.read_csv
4451	var4.set_index var4.sort_index var5=pandas.read_csv	var5.describe
4452	var4.sort_index var5=pandas.read_csv var5.describe	var8=pandas.read_csv
4453	var5=pandas.read_csv var5.describe var8=pandas.read_csv	var8.set_index
4454	var5.describe var8=pandas.read_csv var8.set_index	var8.sort_index
4455	var8=pandas.read_csv var8.set_index var8.sort_index	var9=pandas.read_csv
4456	var8.set_index var8.sort_index var9=pandas.read_csv	var9.describe
4457	var8.sort_index var9=pandas.read_csv var9.describe	var11=pandas.read_csv
4458	var9=pandas.read_csv var9.describe var11=pandas.read_csv	var11.set_index
4459	var9.describe var11=pandas.read_csv var11.set_index	var11.sort_index
4460	var11=pandas.read_csv var11.set_index var11.sort_index	var12=pandas.read_csv
4461	var11.set_index var11.sort_index var12=pandas.read_csv	var12.set_index
4462	var11.sort_index var12=pandas.read_csv var12.set_index	var12.sort_index
4463	var12=pandas.read_csv var12.set_index var12.sort_index	var13=pandas.read_csv
4464	var12.set_index var12.sort_index var13=pandas.read_csv	var13.describe
