Masked	Next masked
var10.add_conv2d var10.add_maxpool2d var10.add_dropout var10.add_conv2d var10.add_maxpool2d var10.add_dropout var10.add_conv2d var10.add_maxpool2d var10.add_dropout var10.add_flatten var10.add_dense var10.add_activation var10.add_dropout var10.add_dense var10.add_activation var10.summary 	var10.compile var13=var10.fit 
var10.fit 	import_scipy.ndimage var11=var5.fit_generator 
import_scipy.ndimage var11=var5.fit_generator 	var12=var5.predict 
var5.add_conv2d var5.add_conv2d var5.add_maxpool2d var5.add_dropout var5.add_conv2d var5.add_conv2d var5.add_maxpool2d var5.add_dropout var5.add_flatten var5.add_dense var5.add_dropout var5.add_dense var5.compile 	var8.fit 
var8.fit 	var10=var5.fit_generator 
var10=var5.fit_generator 	var11=var5.predict var11=numpy.argmax var11=pandas.Series 
var7.fit 	var7.summary 
var7.summary 	var14=var7.predict 
var14=var7.predict 	matplotlib.pyplot.imshow 
var8.add_convolution2d var8.add_convolution2d var8.add_maxpool2d var8.add_dropout var8.add_convolution2d var8.add_convolution2d var8.add_maxpool2d var8.add_dropout var8.add_flatten var8.add_dense var8.add_dropout var8.add_dense 	var8.summary 
var8.compile 	var10.fit 
var10.fit 	var11=var8.fit_generator 
var11=var8.fit_generator 	var8.save 
var8.save 	var12=var8.evaluate 
var15=numpy.unique var18.unfreeze var19=numpy.array 	var18.fit 
var18.fit 	var18.save 
var10.add_conv2d var10.add_averagepooling2d var10.add_conv2d var10.add_averagepooling2d var10.add_conv2d var10.add_flatten var10.add_dense var10.add_dense 	var10.compile var11=var10.fit 
var10.compile var11=var10.fit 	matplotlib.pyplot.show 
var15.compile 	var17=var16.flow var18=var15.fit_generator 
var19.add_conv2d var19.add_maxpooling2d var19.add_batchnormalization var19.add_conv2d var19.add_conv2d var19.add_conv2d var19.add_maxpooling2d var19.add_dropout var19.add_flatten var19.add_dense var19.add_dropout var19.add_dense var19.add_dense 	var21=keras.Adam var20.compile var22=var20.fit_generator 
var19.add_conv2d var19.add_conv2d var19.add_conv2d var19.add_maxpooling2d var19.add_batchnormalization var19.add_conv2d var19.add_conv2d var19.add_conv2d var19.add_maxpooling2d var19.add_batchnormalization var19.add_flatten var19.add_dropout var19.add_dense var19.add_dropout var19.add_dense var19.add_dense 	var21=keras.Adam var23.compile var24=var23.fit_generator 
var6.fit 	var7=keras.Sequential var7.add var7.add var7.add var7.add var7.add var7.add var7.add var7.add var7.add var7.add var7.add var7.add var7.add var7.add var7.add var7.add var7.add var7.compile 
var7=keras.Sequential var7.add var7.add var7.add var7.add var7.add var7.add var7.add var7.add var7.add var7.add var7.add var7.add var7.add var7.add var7.add var7.add var7.add var7.compile 	var8=var7.fit_generator 
var12.train var15.step var13.zero_grad var17.backward var13.step var18=var18.cuda var19=var19.cuda 	var12.eval var18=var18.cuda var19=var19.cuda 
var18.fit 	var19.add var19.add var19.add var19.add var19.add var19.add var19.add var19.add var19.add var19.add var19.add var19.compile var19.summary 
var19.add var19.add var19.add var19.add var19.add var19.add var19.add var19.add var19.add var19.add var19.add var19.compile var19.summary 	var21=var19.fit_generator 
var21=var19.fit_generator 	var22=var19.predict_classes 
var10.fit var11.fit var12=var10.flow var13=var11.flow var14=var11.flow 	var16.compile var16.summary 
var16.compile var16.summary 	var17=var16.fit_generator 
var17=var16.fit_generator 	matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.legend matplotlib.pyplot.show 
var18.compile var18.summary 	var19=var18.fit_generator 
var19=var18.fit_generator 	matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.legend matplotlib.pyplot.show 
var17.compile 	var18=var17.fit_generator 
var12.compile var12.fit_generator 	var13=var12.predict var13=numpy.argmax var13=pandas.Series 
var3.fit 	var4.add_conv2d var4.add_batchnormalization var4.add_conv2d var4.add_batchnormalization var4.add_conv2d var4.add_maxpool2d var4.add_dropout var4.add_conv2d var4.add_batchnormalization var4.add_conv2d var4.add_batchnormalization var4.add_conv2d var4.add_maxpool2d var4.add_dropout var4.add_flatten var4.add_dense var4.add_batchnormalization var4.add_dropout var4.add_dense var4.add_batchnormalization var4.add_dense 
var4.add_conv2d var4.add_batchnormalization var4.add_conv2d var4.add_batchnormalization var4.add_conv2d var4.add_maxpool2d var4.add_dropout var4.add_conv2d var4.add_batchnormalization var4.add_conv2d var4.add_batchnormalization var4.add_conv2d var4.add_maxpool2d var4.add_dropout var4.add_flatten var4.add_dense var4.add_batchnormalization var4.add_dropout var4.add_dense var4.add_batchnormalization var4.add_dense 	var4.compile 
var11=var4.fit_generator 	var4.load_weights var4.compile 
var4.load_weights var4.compile 	var12=numpy.array var12=numpy.reshape 
var8.add_conv2d var8.add_batchnormalization var8.add_conv2d var8.add_batchnormalization var8.add_conv2d var8.add_batchnormalization var8.add_maxpool2d var8.add_dropout var8.add_conv2d var8.add_batchnormalization var8.add_conv2d var8.add_batchnormalization var8.add_maxpool2d var8.add_dropout var8.add_flatten var8.add_dense var8.add_dropout var8.add_dense var8.compile 	var14=var12.flow var15=var12.flow var16=var8.fit_generator 
var5.add_conv2d var5.add_conv2d var5.add_avgpool2d var5.add_dropout 	var5.add_conv2d var5.add_avgpool2d 
var5.add_conv2d var5.add_avgpool2d 	var5.add_conv2d var5.add_avgpool2d var5.add_conv2d var5.add_avgpool2d var5.add_dropout 
var5.add_conv2d var5.add_avgpool2d var5.add_conv2d var5.add_avgpool2d var5.add_dropout 	var5.add_flatten var5.add_dense var5.add_dropout var5.add_dense 
var10=var5.fit 	var11=var5.predict 
var26.compile var26.summary 	var28.fit 
var28.fit 	var33=var26.fit_generator 
var6.fit 	var7=var4.fit_generator 
var7=var4.fit_generator 	var8=var4.predict var8=numpy.argmax var8=pandas.Series 
var5.fit 	var6.add_conv2d var6.add_batchnormalization var6.add_conv2d var6.add_batchnormalization var6.add_conv2d var6.add_batchnormalization var6.add_dropout var6.add_conv2d var6.add_batchnormalization var6.add_conv2d var6.add_batchnormalization var6.add_conv2d var6.add_batchnormalization var6.add_dropout var6.add_flatten var6.add_dense var6.add_batchnormalization var6.add_dropout var6.add_dense var6.compile var6.fit_generator 
var6.add_conv2d var6.add_batchnormalization var6.add_conv2d var6.add_batchnormalization var6.add_conv2d var6.add_batchnormalization var6.add_dropout var6.add_conv2d var6.add_batchnormalization var6.add_conv2d var6.add_batchnormalization var6.add_conv2d var6.add_batchnormalization var6.add_dropout var6.add_flatten var6.add_dense var6.add_batchnormalization var6.add_dropout var6.add_dense var6.compile var6.fit_generator 	var7=var7.reshape var8=var6.predict 
var13.compile 	var2=var2.reshape var6=var6.reshape var4=var4.reshape var15.fit 
var13.fit_generator 	var4=var4.reshape 
var8.add_conv2d var8.add_conv2d var8.add_dropout var8.add_maxpooling2d var8.add_conv2d var8.add_conv2d var8.add_dropout var8.add_maxpooling2d var8.add_conv2d var8.add_conv2d var8.add_dropout var8.add_maxpooling2d var8.add_conv2d var8.add_dropout var8.add_maxpooling2d var8.add_flatten var8.add_dense var8.add_dropout var8.add_dense var8.compile 	var8.summary 
var11=var5.fit_generator 	var12=var5.predict var12=numpy.argmax var12=pandas.Series 
var20=var17.fit 	var17.load_weights var21=var17.evaluate 
var23=var17.fit_generator 	var17.load_weights var21=var17.evaluate 
var13.add_conv2d var13.add_conv2d var13.add_maxpool2d var13.add_dropout var13.add_conv2d var13.add_conv2d var13.add_maxpool2d var13.add_dropout var13.add_flatten var13.add_dense var13.add_dropout var13.add_dense var13.compile 	var15.fit var17=var13.fit_generator 
var15.fit var17=var13.fit_generator 	var19=pandas.read_csv var21=var13.predict_classes var22=pandas.Series shape values var7=var6.reshape 
var8=var5.fit_generator 	history history matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.show 
var4.compile 	var7.fit 
var11=var4.fit_generator var4.save var4.save_weights 	matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.title matplotlib.pyplot.ylabel matplotlib.pyplot.xlabel matplotlib.pyplot.legend matplotlib.pyplot.show matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.title matplotlib.pyplot.ylabel matplotlib.pyplot.xlabel matplotlib.pyplot.legend matplotlib.pyplot.show 
var9.compile 	var12.fit 
var12.fit 	var9.fit_generator 
var6.add_dense var6.add_dense var6.add_dense var6.add_dense var6.add_dense var7=tensorflow.keras.SGD var6.compile 	var8=var6.fit 
var10.add_conv2d var10.add_conv2d var10.add_conv2d var10.add_flatten var10.add_dense var10.add_dense var7=tensorflow.keras.SGD var10.compile 	var8=var10.fit 
var11.fit 	var12.add_conv2d var12.add_conv2d var12.add_conv2d var12.add_flatten var12.add_dense var12.add_dropout var12.add_dense var12.compile 
var12.add_conv2d var12.add_conv2d var12.add_conv2d var12.add_flatten var12.add_dense var12.add_dropout var12.add_dense var12.compile 	var8=var12.fit_generator 
var13.add_conv2d var13.add_batchnormalization var13.add_conv2d var13.add_batchnormalization var13.add_dropout var13.add_conv2d var13.add_batchnormalization var13.add_conv2d var13.add_batchnormalization var13.add_dropout var13.add_flatten var13.add_dense var13.add_dropout var13.add_dense var13.compile 	var8=var13.fit_generator 
var8=var13.fit_generator 	var15=var13.predict var16=numpy.argmax var17=numpy.argmax matplotlib.pyplot.imshow matplotlib.pyplot.title matplotlib.pyplot.colorbar var19=numpy.arange matplotlib.pyplot.xticks matplotlib.pyplot.yticks matplotlib.pyplot.tight_layout matplotlib.pyplot.ylabel matplotlib.pyplot.xlabel matplotlib.pyplot.text 
var21.fit 	var22.add_conv2d var22.add_conv2d var22.add_maxpool2d var22.add_dropout var22.add_conv2d var22.add_conv2d var22.add_maxpool2d var22.add_dropout var22.add_flatten var22.add_dense var22.add_dropout var22.add_dense var24.compile 
var22.add_conv2d var22.add_conv2d var22.add_maxpool2d var22.add_dropout var22.add_conv2d var22.add_conv2d var22.add_maxpool2d var22.add_dropout var22.add_flatten var22.add_dense var22.add_dropout var22.add_dense var24.compile 	var27=var24.fit_generator 
var27=var24.fit_generator 	var24.evaluate 
var22.add_conv2d var22.add_maxpool2d var22.add_dropout var22.add_conv2d var22.add_maxpool2d var22.add_dropout var22.add_conv2d var22.add_maxpool2d var22.add_dropout var22.add_flatten var22.add_dense var22.add_dropout var22.add_dense var30.compile 	var31=var30.fit_generator 
var31=var30.fit_generator 	var30.evaluate 
var30.save 	var12=plotly.graph_objs.Scatter var13=plotly.graph_objs.Scatter var14=plotly.graph_objs.Scatter var29=plotly.graph_objs.Scatter var5.append_trace var5.append_trace var5.append_trace var5.append_trace 
var22.add_conv2d var22.add_conv2d var22.add_maxpool2d var22.add_dropout var22.add_conv2d var22.add_conv2d var22.add_maxpool2d var22.add_dropout var22.add_conv2d var22.add_conv2d var22.add_maxpool2d var22.add_dropout var22.add_flatten var22.add_dense var22.add_dropout var22.add_dense var32.compile 	var33=var32.fit_generator 
var33=var32.fit_generator 	var32.evaluate 
var32.save 	var12=plotly.graph_objs.Scatter var13=plotly.graph_objs.Scatter var14=plotly.graph_objs.Scatter var29=plotly.graph_objs.Scatter var5.append_trace var5.append_trace var5.append_trace var5.append_trace 
var22.add_conv2d var22.add_conv2d var22.add_maxpool2d var22.add_dropout var22.add_conv2d var22.add_conv2d var22.add_maxpool2d var22.add_dropout var22.add_conv2d var22.add_conv2d var22.add_maxpool2d var22.add_dropout var22.add_conv2d var22.add_conv2d var22.add_maxpool2d var22.add_dropout var22.add_flatten var22.add_dense var22.add_dropout var22.add_dense var34.compile 	var35=var34.fit_generator 
var35=var34.fit_generator 	var34.evaluate 
var22.add_conv2d var22.add_conv2d var22.add_dropout var22.add_conv2d var22.add_conv2d var22.add_dropout var22.add_conv2d var22.add_conv2d var22.add_flatten var22.add_dropout var22.add_dense var22.add_dropout var22.add_dense var36.compile 	var37=var36.fit_generator 
var37=var36.fit_generator 	var36.evaluate 
var22.add_conv2d var22.add_conv2d var22.add_conv2d var22.add_conv2d var22.add_dropout var22.add_conv2d var22.add_conv2d var22.add_conv2d var22.add_conv2d var22.add_flatten var22.add_dropout var22.add_dense var22.add_dropout var22.add_dense var38.compile 	var39=var38.fit_generator 
var39=var38.fit_generator 	var38.evaluate 
var22.add_conv2d var22.add_conv2d var22.add_conv2d var22.add_dropout var22.add_conv2d var22.add_conv2d var22.add_conv2d var22.add_dropout var22.add_conv2d var22.add_conv2d var22.add_conv2d var22.add_dropout var22.add_flatten var22.add_dense var40.compile 	var41=var40.fit_generator 
var41=var40.fit_generator 	var40.evaluate 
import_pandas import_numpy import_matplotlib.pyplot import_matplotlib.image import_seaborn import_itertools seaborn.set 	var2=pandas.read_csv var2.head 
var13.compile 	var14.fit 
var13.fit_generator 	var18=var13.predict var19=numpy.argmax var20=numpy.argmax matplotlib.pyplot.figure matplotlib.pyplot.imshow matplotlib.pyplot.title matplotlib.pyplot.colorbar var22=numpy.arange matplotlib.pyplot.xticks matplotlib.pyplot.yticks matplotlib.pyplot.tight_layout matplotlib.pyplot.ylabel matplotlib.pyplot.xlabel matplotlib.pyplot.text 
var4.add_conv2d var4.add_flatten var4.add_dense var4.add_dense var4.summary var4.compile var4.add_conv2d var4.add_dropout 	var6.fit var4.fit_generator 
var6.fit var4.fit_generator 	var7=var4.predict var7=numpy.argmax var7=pandas.Series var8=pandas.concat var8.to_csv 
var8.fit 	var6.fit_generator 
var6.fit_generator 	var11=var6.predict 
var5.add_conv2d var5.add_conv2d var5.add_maxpooling2d var5.add_dropout var5.add_conv2d var5.add_conv2d var5.add_maxpooling2d var5.add_dropout var5.add_flatten var5.add_dense var5.add_dense var5.add_dense 	var5.summary 
var5.compile 	var9.fit var10=var5.fit_generator 
var9.fit var10=var5.fit_generator 	var11=var5.evaluate 
var11=var5.evaluate 	var12=var5.predict_classes var13=pandas.DataFrame var13.to_csv 
var6.add_conv2d var6.add_conv2d var6.add_batchnormalization var6.add_maxpooling2d var6.add_dropout var6.add_conv2d var6.add_conv2d var6.add_batchnormalization var6.add_maxpooling2d var6.add_dropout var6.add_flatten var6.add_dense var6.add_dense var6.add_dense var6.add_batchnormalization var6.add_dropout var6.add_dense var6.compile 	var8=var6.fit_generator 
var8=var6.fit_generator 	var9=var6.predict_classes var10=numpy.argmax 
var16.compile 	var16.summary 
var21.fit 	var22=var16.fit_generator 
var22=var16.fit_generator 	var23=pandas.DataFrame var10.set_size_inches var24.plot var24.plot var24.legend var24.plot var24.plot var24.legend 
var16.compile var25=var16.fit_generator 	var23=pandas.DataFrame var24.legend var24.plot 
var16.summary 	var35=var34.predict 
var35=var34.predict 	var37=var36.fit_transform 
var16.add var16.add var16.add var16.add var16.add var16.add var16.add var16.add var16.add var16.add var16.add var16.compile 	var16.fit 
var16.fit 	var16.add var16.add var16.add var16.add var16.add var16.add var16.add var16.add var16.add var16.add var16.add var16.compile 
var26=numpy.concatenate var27=numpy.concatenate var28=var16.fit history var23.append_0 	matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.title matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.legend matplotlib.pyplot.show 
var16.fit 	var36=var16.predict shape var39=numpy.array var37.append_0 
var12=var6.fit_generator 	var13=var6.predict var14=numpy.argmax var15=numpy.argmax matplotlib.pyplot.imshow matplotlib.pyplot.title matplotlib.pyplot.colorbar var17=numpy.arange matplotlib.pyplot.xticks matplotlib.pyplot.yticks matplotlib.pyplot.tight_layout matplotlib.pyplot.ylabel matplotlib.pyplot.xlabel matplotlib.pyplot.text 
var8.fit 	var9=var3.fit_generator 
var9=var3.fit_generator 	matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.title matplotlib.pyplot.legend matplotlib.pyplot.show matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.title matplotlib.pyplot.legend matplotlib.pyplot.show 
var12.summary 	var13=var12.fit 
var13=var12.fit 	var14=var3.reshape var14=var14.astype var15=var12.predict var16=var15.argmax numpy.savetxt 
var17=var14.fit_generator 	matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.title matplotlib.pyplot.ylabel matplotlib.pyplot.xlabel matplotlib.pyplot.legend matplotlib.pyplot.show matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.title matplotlib.pyplot.ylabel matplotlib.pyplot.xlabel matplotlib.pyplot.legend matplotlib.pyplot.show 
var14.save_weights var14.save 	shape var20=numpy.zeros var20=var14.predict 
var19.fit 	var20=var13.fit_generator 
var19.fit 	var45=var44.fit_generator 
var45=var44.fit_generator 	var46=var44.predict var46=numpy.argmax var46=pandas.Series 
var9.fit_generator 	var12=var9.predict var12=numpy.argmax var12=pandas.Series 
var12.compile var13=var12.fit_generator 	var14=var12.predict var15=numpy.mean var16=var12.predict var17=numpy.argmax 
var15.fit 	var16.add_conv2d var16.add_batchnormalization var16.add_activation var16.add_conv2d var16.add_batchnormalization var16.add_activation var16.add_maxpool2d var16.add_dropout var16.add_conv2d var16.add_batchnormalization var16.add_activation var16.add_conv2d var16.add_batchnormalization var16.add_activation var16.add_maxpool2d var16.add_dropout var16.add_flatten var16.add_dense var16.add_batchnormalization var16.add_activation var16.add_dropout var16.add_dense var17=keras.adam var16.compile 
var7.add_conv2d var7.add_conv2d var7.add_maxpooling2d var7.add_dropout var7.add_conv2d var7.add_conv2d var7.add_maxpooling2d var7.add_dropout var7.add_conv2d var7.add_conv2d var7.add_maxpooling2d var7.add_dropout var7.add_flatten var7.add_dense var7.add_dropout var7.add_dense 	var7.summary 
var7.compile 	var8.fit 
var8.fit 	var9=var8.flow var10=var7.fit_generator 
var9=var8.flow var10=var7.fit_generator 	history history history history var17=plotly.graph_objs.Scatter var18=plotly.graph_objs.Scatter plotly.offline.iplot var16.append_0 
var12.summary 	var16=var12.fit 
var16=var12.fit 	import_os 
var12.load_weights 	var21=var3.reshape var21=var21.astype var22=var12.predict var23=var22.argmax numpy.savetxt 
var8.add_conv2d var8.add_conv2d var8.add_conv2d var8.add_conv2d var8.add_maxpool2d var8.add_dropout var8.add_conv2d var8.add_conv2d var8.add_conv2d var8.add_conv2d var8.add_maxpool2d var8.add_dropout var8.add_flatten var8.add_dense var8.add_dropout var8.add_dense 	var8.summary 
var13.fit 	var14=var8.fit_generator 
var39=keras.Model 	var40=numpy.expand_dims var41=var39.predict 
var7.add_convolution2d var7.add_convolution2d var7.add_maxpooling2d var7.add_dropout var7.add_convolution2d var7.add_convolution2d var7.add_maxpooling2d var7.add_dropout var7.add_flatten var7.add_dense var7.add_dropout var7.add_dense var7.summary 	var7.compile 
var9.fit 	var10=var7.fit_generator 
var10=var7.fit_generator 	var11=var7.predict var11=numpy.argmax var11=pandas.Series 
var6.add_conv2d var6.add_conv2d var6.add_maxpool2d var6.add_dropout var6.add_conv2d var6.add_conv2d var6.add_maxpool2d var6.add_dropout var6.add_flatten var6.add_dense var6.add_dropout var6.add_dense var6.compile 	var11.fit 
var7.compile 	matplotlib.pyplot.imshow 
var13=var7.fit_generator 	var14=var7.predict var14=numpy.argmax var14=pandas.Series 
var27.fit 	var22.fit_generator 
var36.load_weights var36.summary 	var37=var36.predict var37=numpy.sum var38=var9.inverse_transform 
var14=var8.fit_generator 	matplotlib.pyplot.plot matplotlib.pyplot.title matplotlib.pyplot.ylabel matplotlib.pyplot.xlabel matplotlib.pyplot.legend var15=matplotlib.pyplot.gca var15.set_ylim matplotlib.pyplot.show 
var18.fit 	var19=var18.predict var20=numpy.exp var21=numpy.argmax 
var18.fit 	var18.unfreeze 
var18.fit 	var18.fit 
var18.fit 	var18.unfreeze var18.lr_find 
var28=numpy.array var18.fit 	var20=numpy.exp var21=numpy.argmax 
var18.fit var18.fit var18.save 	var18.load var18.unfreeze var18.lr_find 
var15.fit 	var26.add_conv2d var26.add_dropout var26.add_conv2d var26.add_maxpooling2d var26.add_dropout var26.add_conv2d var26.add_maxpooling2d var26.add_conv2d var26.add_flatten var26.add_dense var26.add_dense var26.compile var26.summary 
var15.add_conv2d var15.add_conv2d var15.add_maxpool2d var15.add_dropout var15.add_conv2d var15.add_conv2d var15.add_maxpool2d var15.add_dropout var15.add_flatten var15.add_dense var15.add_dense var15.add_dense 	var15.summary 
var15.summary 	var15.compile 
var6.fit 	var7.add_conv2d var7.add_batchnormalization var7.add_conv2d var7.add_batchnormalization var7.add_maxpool2d var7.add_dropout var7.add_conv2d var7.add_batchnormalization var7.add_conv2d var7.add_batchnormalization var7.add_maxpool2d var7.add_dropout var7.add_conv2d var7.add_batchnormalization var7.add_conv2d var7.add_batchnormalization var7.add_maxpool2d var7.add_dropout var7.add_flatten var7.add_dense var7.add_dropout var7.add_dense 
var7.compile 	var12=var7.fit_generator 
var8.add_conv2d var8.add_activation var8.add_conv2d var8.add_activation var8.add_maxpool2d var8.add_dropout var8.add_conv2d var8.add_activation var8.add_conv2d var8.add_activation var8.add_maxpool2d var8.add_dropout var8.add_flatten var8.add_batchnormalization var8.add_dense var8.add_dropout var8.add_dense 	var8.summary 
var8.summary 	var9.fit 
var8.compile var8.fit_generator 	var11=var8.predict var12=numpy.argmax 
var16=tensorflow.Sequential var16.add var16.add var16.add var16.add var16.add var16.add var16.add var16.add var16.add var16.add var16.add var16.add var16.add var16.add var16.compile var16.fit 	var19=pandas.DataFrame var20=pandas.DataFrame var21=pandas.concat var21.to_csv var21.describe 
var2=torch.nn.CrossEntropyLoss var3=torch.optim.Adam var0.to var4=torch.nn.functional.relu var4=torch.nn.functional.max_pool2d var4=torch.nn.functional.max_pool2d var4=var4.view 	var12=pandas.read_csv var13=pandas.read_csv var12=var12.reshape var13=var13.reshape var17=var17.long 
var3.add_dense var3.add_dense var3.compile 	var3.summary 
var3.summary 	var5=var3.fit 
var3.add_conv2d var3.add_batchnormalization var3.add_conv2d var3.add_maxpooling2d var3.add_batchnormalization var3.add_conv2d var3.add_batchnormalization var3.add_conv2d var3.add_maxpooling2d var3.add_dropout var3.add_flatten var3.add_batchnormalization var3.add_dense var3.add_batchnormalization var3.add_dense var3.add_batchnormalization var3.add_dense var3.compile 	var13.summary 
var13.summary 	var5=var13.fit 
var27.fit 	var30=var30.reshape var31=numpy.array var28.append_0 var29.append_1 var28.append_2 var29.append_3 var28.append_4 var29.append_5 var28.append_6 var29.append_7 
var11.compile 	var11.summary 
var11.summary 	var12=pandas.get_dummies var13=var0.drop var14=numpy.array var15=numpy.array var1=numpy.array 
var17.fit 	var18=var11.fit_generator 
var18=var11.fit_generator 	var4=matplotlib.pyplot.figure var5=var4.suptitle var5.set_position var4.set_figheight var4.set_figwidth matplotlib.pyplot.subplot matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.title matplotlib.pyplot.ylabel matplotlib.pyplot.xlabel matplotlib.pyplot.legend matplotlib.pyplot.subplot matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.title matplotlib.pyplot.ylabel matplotlib.pyplot.xlabel matplotlib.pyplot.legend 
var2=keras.utils.to_categorical shape 	shape 
var6=keras.Sequential 	var6.add_conv2d 
var6.add_conv2d 	var6.add_conv2d 
var6.add_conv2d 	var6.add 
var6.add 	var6.add_dropout 
var6.add_dropout 	var6.add_conv2d 
var6.add_dropout 	var6.add_flatten var6.add_dense 
var6.add_flatten var6.add_dense 	var6.add_batchnormalization 
var6.add_batchnormalization 	var6.add_dense 
var6.compile 	var8.fit 
var6.add_conv2d var6.add_conv2d var6.add_maxpool2d var6.add_dropout var6.add_conv2d var6.add_conv2d var6.add_maxpool2d var6.add_dropout var6.add_flatten var6.add_dense var6.add_dropout var6.add_dense 	var6.add_conv2d var6.add_batchnormalization var6.add_dropout var6.add_conv2d var6.add_batchnormalization var6.add_maxpool2d var6.add_dropout var6.add_conv2d var6.add_batchnormalization var6.add_dropout var6.add_conv2d var6.add_batchnormalization var6.add_maxpool2d var6.add_dropout var6.add_conv2d var6.add_batchnormalization var6.add_dropout var6.add_conv2d var6.add_batchnormalization var6.add_maxpool2d var6.add_dropout var6.add_flatten var6.add_dense var6.add_batchnormalization var6.add_dense var6.add_batchnormalization var6.add_dense 
var4.fit 	var11=var6.fit_generator 
var6.add_conv2d 	var6.add_maxpool2d 
var6.add_maxpool2d 	var6.add_dropout 
var6.add_dropout 	var6.add_flatten 
var6.add_flatten 	var6.add_dense var6.add_batchnormalization 
var10=var6.fit 	var11.fit 
var6=keras.preprocessing.ImageDataGenerator var7=var6.flow 	var8=numpy.mean var9=numpy.std 
var6.add_conv2d var6.add_conv2d var6.add_maxpool2d var6.add_dropout var6.add_batchnormalization var6.add_conv2d var6.add_conv2d var6.add_maxpool2d var6.add_dropout var6.add_conv2d var6.add_batchnormalization var6.add_flatten var6.add_dense var6.add_batchnormalization var6.add_dropout var6.add_dense var6.compile var6.summary 	var9=var8.flow var10=var8.flow 
var12=var6.fit_generator 	var13=var6.predict_classes var14=pandas.Series var15=pandas.concat var15.to_csv 
var16.add var16.add_prelu var16.add var16.add_batchnormalization var16.add var16.add_prelu var16.add var16.add_batchnormalization var16.add var16.add_prelu var16.add var16.add_batchnormalization var16.add var16.add var16.add_prelu var16.add var16.add_batchnormalization var16.add var16.add_prelu var16.add var16.add_batchnormalization var16.add var16.add_prelu var16.add var16.add_batchnormalization var16.add var16.add_prelu var16.add_batchnormalization var16.add var16.compile 	var16.fit 
var16.fit 	var16.add var16.add_prelu var16.add var16.add_batchnormalization var16.add var16.add_prelu var16.add var16.add_batchnormalization var16.add var16.add_prelu var16.add var16.add_batchnormalization var16.add var16.add var16.add_prelu var16.add var16.add_batchnormalization var16.add var16.add_prelu var16.add var16.add_batchnormalization var16.add var16.add_prelu var16.add var16.add_batchnormalization var16.add var16.add_prelu var16.add_batchnormalization var16.add var16.compile 
var9.fit 	var9.fit 
var9.fit 	var9.set_data 
var12.fit 	var12.fit 
var12.fit 	var14=numpy.mean 
var14.set_data var14.freeze var14.fit 	var14.fit 
var14.fit 	var16=numpy.mean 
var3.add_inceptionresnetv2 var3.add_dense var3.add_activation var3.add_dropout var3.add_dense var3.compile 	var5=var4.flow_from_dataframe var6=var4.flow_from_dataframe var8=var7.flow_from_dataframe 
var5=var4.flow_from_dataframe var6=var4.flow_from_dataframe var8=var7.flow_from_dataframe 	var3.fit_generator 
var3.fit_generator 	var9=var3.predict_generator 
var9=var3.predict_generator 	var0=pandas.DataFrame var11.sort var0=var0.reindex var0.head var0.to_csv 
var3.add_xception var3.add_dense var3.add_activation var3.add_dropout var3.add_dense var3.compile 	var5=var4.flow_from_dataframe var6=var4.flow_from_dataframe var8=var7.flow_from_dataframe 
var4.add_inceptionv3 var4.add_dense var4.add_activation var4.add_dropout var4.add_dense 	var4.compile 
var7=var6.flow_from_dataframe 	var8=var6.flow_from_dataframe 
var8=var6.flow_from_dataframe 	var10=var9.flow_from_dataframe 
var10=var9.flow_from_dataframe 	var4.fit_generator 
var4.fit_generator 	var4.evaluate_generator 
var4.add_inceptionv3 var4.add_dense var4.add_dropout var4.add_dense var4.compile 	var6=var5.flow_from_dataframe var7=var5.flow_from_dataframe var9=var8.flow_from_dataframe 
var6=var5.flow_from_dataframe var7=var5.flow_from_dataframe var9=var8.flow_from_dataframe 	var4.fit_generator 
var4.fit_generator 	var10=var4.predict_generator 
var10=var4.predict_generator 	var0=pandas.DataFrame var12.sort var0=var0.reindex var0.head var0.to_csv 
var4.add_resnet50 var4.add_dense var4.add_activation var4.add_dropout var4.add_dense 	var4.compile 
var9=var8.flow_from_dataframe 	var10=var8.flow_from_dataframe 
var10=var8.flow_from_dataframe 	var12=var11.flow_from_dataframe 
var12=var11.flow_from_dataframe 	var6.fit_generator 
var6.fit_generator 	var6.evaluate_generator 
