Masked	Next masked
var0=pandas.read_json var1=pandas.read_json var2=pandas.read_csv 	var0.head 
import_numpy import_pandas import_os var0=pandas.read_json var1=pandas.read_json 	var2.append_0 var2.append_1 var9=numpy.concatenate 
var0=pandas.read_json var1=pandas.read_json var2=pandas.read_csv 	var9=numpy.asarray var10=numpy.asarray 
var0=pandas.read_json 	var0.head 
var15=pandas.read_json 	var1=pandas.DataFrame iloc 
var0=pandas.read_json var1=pandas.read_json var2=pandas.read_csv 	var2.head 
var3=pandas.read_json 	var4.compile var4.fit 
var5=pandas.read_json var6=pandas.read_json var7=pandas.read_csv var12=numpy.asarray 	var5.head 
var0=pandas.read_json var1=pandas.read_json var0.head 	matplotlib.pyplot.figure seaborn.countplot 
var40=pandas.read_json var40.head 	var41=numpy.asarray 
import_pandas var0=pandas.read_json var0.head 	var2.head var3.append_0 
var0=pandas.read_json var1=pandas.read_json var2=pandas.read_csv 	import_youtube_dl var4.append_0 
import_pandas import_numpy import_random import_matplotlib.pyplot import_seaborn import_tensorflow var0=pandas.read_json var0.head 	matplotlib.pyplot.figure matplotlib.pyplot.subplots_adjust matplotlib.pyplot.suptitle matplotlib.pyplot.subplot seaborn.heatmap matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.title matplotlib.pyplot.title 
var0=pandas.read_json var1=pandas.read_json 	var0.head 
var1=pandas.read_csv 	iloc 
var0=pandas.read_csv var1=pandas.read_csv 	var0=var0.drop 
var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv 	import_lightgbm 
var1=pandas.read_csv var2=pandas.read_csv 	T 
var54=pandas.read_csv 	var58=var56.fit_transform var59=var56.fit_transform 
var0=pandas.read_csv var0.head 	values var1=var2.fit_transform values 
var14=pandas.read_csv var14.head 	values var15=var2.transform 
var14=pandas.read_csv 	var15=var13.predict 
var0=pandas.read_csv 	var2=pandas.read_csv 
var10=pandas.read_csv var10.to_csv 	var10.head 
var6=pandas.read_csv var6.head 	var7=numpy.asarray var6.drop 
var0=pandas.read_csv var1=pandas.read_csv var1=var1.drop var4=var0.drop 	var4.head 
var0=pandas.read_csv var1=pandas.read_csv var2=numpy.array var3=numpy.array var4=numpy.array 	seaborn.boxplot 
var17=pandas.DataFrame 	var17.to_csv 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv 	iloc iloc iloc iloc 
var0=pandas.read_csv var1=var0.drop 	var2.value_counts 
var6=pandas.read_csv var1=var6.drop 	var8=pandas.DataFrame 
var0=pandas.read_csv var1=pandas.read_csv 	var2=var0.corr 
var9=pandas.read_csv var9.to_csv 	var10.fit 
var0=pandas.read_csv var1=pandas.read_csv var0.head 	var2=var0.drop var4=var1.drop var2=var5.fit_transform var4=var5.transform 
var23=pandas.read_csv var23.head 	var30=var29.fit 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv 	var6=numpy.concatenate 
var12=pandas.read_csv 	var12.to_csv 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var2.head 	seaborn.countplot 
import_pandas var2=var0.drop var3=pandas.read_csv var4=var3.drop 	var5=var2.apply var6=var4.apply 
var2=pandas.read_csv var2.head 	var1=pandas.read_csv iloc var2=pandas.read_csv 
var20=pandas.read_csv 	var20.to_csv 
var0=pandas.read_csv var0.head 	var5=var4.fit_transform var5=pandas.DataFrame var6=var0.copy var0=var0.drop var0=var0.merge var0=var0.drop 
var7=pandas.read_csv var5=var4.fit_transform var5=pandas.DataFrame var8=var7.copy var7=var7.drop var7=var7.merge var7=var7.drop 	var9=var0.drop 
var14=pandas.read_csv var15=var8.transform var15=pandas.DataFrame var16=pandas.read_csv var16.to_csv 	var22=var21.split var18=var23.fit var24.set_index var24.sort_index 
var14=pandas.read_csv var14.head 	var40=pandas.DataFrame var40.to_csv 
var1=pandas.read_csv var1.head 	var1.drop var2.value_counts 
var3=pandas.read_csv var3.head 	var4=pandas.DataFrame var4=var4.reset_index var4.to_csv 
var29=pandas.read_csv var30=pandas.read_csv 	var29.head 
var1=pandas.read_csv 	var4=var1.drop 
var0=pandas.read_csv var1=pandas.read_csv var0.drop var1.drop var3=torch.Tensor 	var5.pop var5.pop var5.append_0 var5.append_1 var5.append_2 var5.append_3 var5.append_4 var5.append_5 
var20=pandas.read_csv 	var20.head 
import_pandas import_numpy import_matplotlib.pyplot import_seaborn import_warnings import_pandas_profiling import_xgboost import_os var0=pandas.read_csv var1=pandas.read_csv 	var0.info 
var11=pandas.read_csv var11.to_csv 	var11.head 
var0=pandas.read_csv 	var0.pop var0.pop 
var8=pandas.read_csv var8.pop var9=var3.predict 	var10=pandas.read_csv 
var0=pandas.read_csv 	var0.pop 
var10=pandas.read_csv var10.pop var11=var3.predict_proba 	var12=pandas.read_csv 
import_numpy import_pandas import_os var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv 	var3=var0.drop var4=var1.drop var3=var5.fit_transform var4=var5.fit_transform var9=var7.predict var10=var8.predict var13=pandas.concat var13.to_csv 
var5=pandas.read_csv var6=pandas.read_csv 	var5.head var6.head var8=numpy.sort 
var0=pandas.read_csv iloc 	var4.add_patch var6=var4.set_xlim var6=var4.set_ylim var4.add_patch 
var1=tifffile.imread var2=tifffile.imread 	var3=numpy.zeros_like var4=numpy.empty var5=numpy.empty var13=numpy.percentile var14=numpy.percentile var19=numpy.multiply var10=numpy.concatenate var10=numpy.concatenate var10=numpy.concatenate var10=numpy.concatenate var25=skimage.color.rgb2hsv var10=skimage.color.hsv2rgb 
import_os import_numpy import_tifffile import_json import_matplotlib import_matplotlib.pyplot import_pandas var2=pandas.read_csv ix 	var13=numpy.percentile var12=numpy.reshape var12=var12.clip 
import_cv2 import_json import_os import_numpy import_matplotlib.pyplot import_pandas var3=pandas.read_csv ix 	var10=numpy.zeros var10=var10.astype matplotlib.pyplot.imshow var12=numpy.array var14=var13.astype var9.append_0 
import_matplotlib.pyplot import_numpy import_cv2 import_pandas import_tifffile import_os import_random import_shapely.wkt import_shapely.affinity var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv 	var8=numpy.zeros var9=numpy.zeros var12=tifffile.imread var12=numpy.rollaxis 
import_shapely.wkt import_shapely.affinity import_cv2 import_os import_sys import_csv 	var0=pandas.read_csv 
var10=pandas.read_csv 	var14=tifffile.imread var14=numpy.rollaxis var15=tifffile.imread matplotlib.pyplot.tight_layout matplotlib.pyplot.show 
import_pandas import_numpy import_matplotlib.pyplot var0=pandas.read_csv 	matplotlib.pyplot.title 
shape var8=numpy.zeros 	var13=numpy.dstack var12.append_0 
var4=tifffile.imread tifffile.imshow 	var6=tifffile.imread tifffile.imshow 
var6=tifffile.imread tifffile.imshow 	var8=tifffile.imread tifffile.imshow 
var8=tifffile.imread tifffile.imshow 	var10=tifffile.imread tifffile.imshow 
var16=pandas.read_csv var17=pandas.read_csv 	loc exterior var21=numpy.copy 
var9=tifffile.imread var9=numpy.rollaxis 	var9=tifffile.imread var9=numpy.rollaxis 
var27=pandas.read_csv 	var27=var27.dropna 
var29=pandas.read_csv 	pandas.set_option pandas.set_option pandas.set_option 
var49=pandas.read_csv 	var49=var49.drop var49.head 
var51.choropleth 	var51.choropleth 
var51.choropleth 	import_plotly.plotly import_plotly.graph_objs import_plotly 
var16=pandas.read_csv 	var16.head 
var0=pandas.read_csv 	var0.info var0.head var0.tail 
import_pandas var0=pandas.read_csv var0=var0.query var0.head 	var0.describe 
import_numpy import_pandas var0=pandas.read_csv var1=pandas.read_csv var0.head 	var0.to_csv 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv 	var4=pandas.read_csv var5=pandas.read_csv var6=pandas.read_csv var7=pandas.read_csv var8=pandas.read_csv var9=pandas.read_csv var10=pandas.read_csv var11=pandas.read_csv var12=pandas.read_csv var13=pandas.read_csv var14=pandas.read_csv var15=pandas.read_csv 
var4=pandas.read_csv var5=pandas.read_csv var6=pandas.read_csv var7=pandas.read_csv var8=pandas.read_csv var9=pandas.read_csv var10=pandas.read_csv var11=pandas.read_csv var12=pandas.read_csv var13=pandas.read_csv var14=pandas.read_csv var15=pandas.read_csv 	var16=pandas.merge var16=pandas.merge var16=pandas.merge var16=pandas.merge var16=pandas.merge var16=pandas.merge var16=pandas.merge var16=pandas.merge var16=pandas.merge var16=pandas.merge var16=pandas.merge 
var4=pandas.read_csv var5=pandas.read_csv var14=pandas.read_csv var15=pandas.read_csv var16=pandas.merge var16=pandas.merge var16=pandas.merge matplotlib.pyplot.figure seaborn.heatmap 	var17=numpy.zeros 
var0=pandas.read_csv var0.head 	var1=pandas.read_csv var1.head var2=pandas.read_csv var2.head var1.to_csv 
var1=pandas.read_csv var1.head var2=pandas.read_csv var2.head var1.to_csv 	import_numpy import_pandas import_seaborn 
var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv var6=pandas.read_csv var7=pandas.read_csv var8=pandas.read_csv var9=pandas.read_csv var10=pandas.read_csv var11=pandas.read_csv var12=pandas.read_csv var13=pandas.read_csv var14=pandas.read_csv var15=pandas.read_csv var16=pandas.read_csv var17=pandas.read_csv 	var18=pandas.merge var18=pandas.merge var18=pandas.merge var18=pandas.merge var18=pandas.merge var18=pandas.merge var18=pandas.merge var18=pandas.merge var18=pandas.merge var18=pandas.merge var18=pandas.merge var18=pandas.merge var18=pandas.merge var18=pandas.merge var18=pandas.merge 
var17=pandas.read_csv var9=pandas.read_csv var10=pandas.read_csv var18=pandas.merge var18=pandas.merge seaborn.heatmap 	var19=numpy.zeros 
var10=pandas.merge var11=pandas.merge 	dt dt dt dt dt dt dt dt dt dt 
var15=pandas.merge var16=pandas.merge 	dt 
var45=pandas.read_csv var45.to_csv 	var45.to_csv 
var6=pandas.merge var7=pandas.merge 	dt dt dt dt dt dt dt dt 
var6=pandas.read_csv 	dt dt dt dt dt 
import_gc var0=pandas.merge var1=pandas.merge 	var0.head 
var8=pandas.read_csv 	dt dt dt dt dt 
var0=pandas.merge var1=pandas.merge 	dt dt dt dt dt dt 
var6=pandas.read_csv var7=pandas.read_csv 	var6.head 
var17=pandas.read_csv var9=pandas.read_excel 	var17.head 
var29=pandas.read_csv var9=pandas.read_excel 	var29.head 
var0=pandas.merge var1=pandas.merge 	var0=pandas.merge var1=pandas.merge 
var32=pandas.read_csv var9=pandas.read_excel 	var32.head 
var0=pandas.read_csv var1=pandas.read_csv 	var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv 
var6.head 	var6.describe 
var8.head 	dt dt dt dt dt dt dt 
var9.head 	var10=var8.merge 
var25=pandas.read_csv 	dt var26=var26.drop 
var44.to_csv var45.to_csv 	var44.head 
var6=pandas.read_csv var7=pandas.read_csv 	var12=pandas.read_csv dt 
var2=pandas.read_excel 	var0.head 
var2=pandas.read_csv var2.head 	var2=pandas.get_dummies var2.head 
import_gc var0=pandas.merge var1=pandas.merge var0.head 	var7=pandas.read_csv var7.head 
var7=pandas.read_csv var7.head 	var7=pandas.get_dummies var7.head 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv 	dt dt dt dt dt dt var0=pandas.get_dummies var1=pandas.get_dummies 
import_numpy import_pandas import_matplotlib.pyplot import_lightgbm import_seaborn import_gc import_matplotlib.style matplotlib.style.use matplotlib.style.use import_os 	var4=pandas.read_csv var5=pandas.read_csv var4.head var6=pandas.read_csv var7=pandas.read_csv var8=pandas.read_csv var6.head 
var1=pandas.read_csv 	import_datetime dt dt dt 
var8=pandas.read_csv 	var9=pandas.read_csv 
var0=pandas.read_csv var1=pandas.read_csv 	import_featuretools var2=featuretools.EntitySet var2=var2.entity_from_dataframe var4=pandas.read_csv var4=var4.drop_duplicates var2=var2.entity_from_dataframe var5=pandas.read_csv var2=var2.entity_from_dataframe var6=pandas.read_csv var2=var2.entity_from_dataframe 
import_featuretools var2=featuretools.EntitySet var2=var2.entity_from_dataframe var4=pandas.read_csv var4=var4.drop_duplicates var2=var2.entity_from_dataframe var5=pandas.read_csv var2=var2.entity_from_dataframe var6=pandas.read_csv var2=var2.entity_from_dataframe 	var7=featuretools.Relationship var2=var2.add_relationship var8=featuretools.Relationship var2=var2.add_relationship var9=featuretools.Relationship var2=var2.add_relationship var10=featuretools.Relationship var2=var2.add_relationship 
var22=pandas.read_csv var14=var14.fillna var14=var14.reindex var15=var23.transform var14=var23.transform 	var24=lightgbm.LGBMRegressor var24.fit 
import_numpy import_pandas import_matplotlib.pyplot import_seaborn import_lightgbm import_time import_warnings import_datetime import_gc import_xgboost 	var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv 
var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv 	var1=pandas.get_dummies var2=pandas.get_dummies 
import_numpy import_pandas import_lightgbm import_xgboost import_datetime import_time var0=pandas.read_csv var1=pandas.read_csv dt dt dt dt 	var2=pandas.read_csv dt dt var2.drop 
var2=pandas.read_csv dt dt var2.drop 	var3=pandas.read_csv dt dt var3.drop 
var3=pandas.read_csv dt dt var3.drop 	var3=pandas.concat 
var6=pandas.read_csv var6.drop var3=pandas.merge var3.drop 	var4=pandas.get_dummies var0=pandas.merge var1=pandas.merge var3.drop 
var4=pandas.read_csv dt dt dt 	var8=pandas.merge var9=pandas.merge var8=pandas.merge var9=pandas.merge 
var6.head 	import_plotly import_plotly.graph_objs var10=plotly.graph_objs.Scatter var11=plotly.graph_objs.Scatter 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv 	var4=var4.drop_duplicates 
var0=pandas.read_csv var1=pandas.read_csv 	dt dt dt dt dt dt dt dt dt dt dt 
var0=pandas.read_csv var1=pandas.read_csv 	dt dt 
var7=pandas.read_csv var7.head 	var7.drop var0=pandas.merge var1=pandas.merge import_gc import_time var4.append_0 
var1=pandas.read_csv var2=pandas.read_csv 	dt dt dt dt dt dt var1.head 
var3=pandas.read_csv var3.head 	var3=pandas.get_dummies var3.head 
import_gc var1=pandas.merge var2=pandas.merge var1.head 	var8=pandas.read_csv var8.head 
var8=pandas.read_csv var8.head 	var8=pandas.get_dummies var8.head 
var0=pandas.read_csv var1=pandas.read_csv var0.head 	var0.describe 
var3=pandas.read_csv var3.head 	matplotlib.pyplot.figure matplotlib.pyplot.hist matplotlib.pyplot.title matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.show 
var5=pandas.read_csv 	var5.describe 
var1=pandas.read_csv var2=pandas.read_csv 	var1.head 
var5=pandas.read_csv var5.head 	var6=var5.groupby var1=pandas.merge var2=pandas.merge 
var12=pandas.read_csv var12.head 	var6=var12.groupby var1=pandas.merge var2=pandas.merge 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv 	var5=pandas.read_csv var6=pandas.read_csv var7=pandas.read_csv var8=pandas.read_csv var9=pandas.read_csv 
var38=pandas.read_csv 	var39=var38.merge var39=var39.merge var39=var39.merge var39=var39.merge var39=var39.merge var39=var39.merge var39=var39.merge var39=var39.merge var39=var39.merge var39=var39.merge var39=var39.merge var39=var39.merge var39=var39.merge var39=var39.merge var39=var39.merge var39=var39.merge 
var40=pandas.read_csv 	var39=var39.merge 
var41=pandas.read_csv 	var42=pandas.read_csv 
var42=pandas.read_csv 	var43=pandas.read_csv 
var43=pandas.read_csv 	var41=var41.merge 
var44=pandas.read_csv var45=var45.drop var46=var19.predict var44.to_csv 	matplotlib.pyplot.plot matplotlib.pyplot.plot matplotlib.pyplot.legend matplotlib.pyplot.show 
var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv var6=pandas.read_csv 	var2.head 
var18=pandas.read_csv var18.head 	var14.fit var15=pandas.get_dummies var18=pandas.concat var18.head 
var1=pandas.read_csv var2=pandas.read_csv 	var3=pandas.read_csv 
var3=pandas.read_csv 	var4=var3.groupby var1=pandas.merge var2=pandas.merge 
var5=pandas.read_csv 	var4=var5.groupby var1=pandas.merge var2=pandas.merge 
var2.to_csv var2.head 	var2.to_csv var2.head 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv var6=pandas.read_excel 	seaborn.distplot matplotlib.pyplot.figure seaborn.distplot matplotlib.pyplot.show seaborn.distplot var8=numpy.log1p 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv var6=pandas.read_excel 	var4.head 
var19=pandas.get_dummies var19=pandas.merge 	var20=pandas.get_dummies var20=pandas.merge 
var20=pandas.get_dummies var20=pandas.merge 	var21=pandas.merge var21.head 
var16=pandas.DataFrame var16.to_csv var16.head 	import_xgboost 
var16=pandas.DataFrame var16.to_csv var16.head 	var25=pandas.DataFrame var25.to_csv var25.head 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_excel var3=pandas.read_csv 	var3.head 
var5=pandas.read_csv 	var6=var4.predict 
import_numpy import_pandas import_matplotlib.pyplot import_seaborn import_warnings import_datetime import_calendar import_os var0=pandas.read_csv var1=pandas.read_csv 	var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_excel 
var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_excel 	var0.head 
var1=pandas.read_csv var2=pandas.read_csv 	var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv var6=var2.groupby var3=pandas.merge var4=pandas.merge var6=var5.groupby var3=pandas.merge var4=pandas.merge 
var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv var6=var2.groupby var3=pandas.merge var4=pandas.merge var6=var5.groupby var3=pandas.merge var4=pandas.merge 	var6=var5.groupby var3=pandas.merge var4=pandas.merge dt dt dt dt 
var1=pandas.read_csv var2=pandas.read_csv 	var3=var1.copy 
var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv 	var6=var6.assign var7=var7.assign var9=pandas.DataFrame var9=var9.assign var8=pandas.concat iloc iloc 
var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv 	var4=pandas.read_csv var5=pandas.read_csv 
var4=pandas.read_csv var5=pandas.read_csv 	var4.head 
var25=pandas.read_csv var26=pandas.read_csv 	dt dt var27=pandas.concat var27=var27.drop 
var41.to_csv var42.to_csv 	var41.head 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv 	var5=pandas.read_csv 
var5=pandas.read_csv 	var5.head 
import_gc var0=pandas.merge var1=pandas.merge var0.head 	var3=pandas.get_dummies var3.head 
var36=pandas.read_csv var36.to_csv 	var36.tail 
var0=pandas.read_csv var0.head 	var2=pandas.DataFrame var2.iplot 
var17=pandas.read_csv var17.head 	var18=pandas.DataFrame var18.iplot 
var20=pandas.read_csv var20.describe 	var20.head 
var33=var25.drop var34=var32.predict var35=pandas.read_csv var35.to_csv 	import_lightgbm var38.fit 
var34=var39.predict var35=pandas.read_csv var35.to_csv 	import_xgboost var42.fit 
var1=pandas.read_csv 	var2=pandas.read_csv 
var2=pandas.read_csv 	var3=pandas.concat 
var4=pandas.read_csv 	var5=pandas.read_csv 
var5=pandas.read_csv 	var6=pandas.merge 
var3=pandas.read_csv 	var4=pandas.read_csv 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv 	var0.info 
var0=pandas.read_excel var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv 	var6=pandas.ExcelFile var7=pandas.read_excel var8=pandas.read_excel var9=pandas.read_excel var10=pandas.read_excel 
var6=pandas.ExcelFile var7=pandas.read_excel var8=pandas.read_excel var9=pandas.read_excel var10=pandas.read_excel 	var1.head 
import_numpy import_pandas import_os import_math import_csv pandas.set_option pandas.set_option var7=pandas.DataFrame 	var21=pandas.DataFrame shape shape shape shape var21=pandas.DataFrame var21=pandas.DataFrame values values var21.to_csv 
var7=pandas.read_csv var8=pandas.read_csv dt dt dt dt dt dt var7=pandas.get_dummies var8=pandas.get_dummies var7.head 	var9=pandas.read_csv var9.head 
var11=pandas.read_csv var11.head 	var9=pandas.get_dummies var9.head 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv 	var5=pandas.merge var5=pandas.merge var2=var2.drop 
var1=pandas.read_csv 	var2=pandas.merge var2.head 
var0=pandas.read_csv 	var4=lightgbm.Dataset var6=lightgbm.train var7=pandas.DataFrame 
var0=pandas.read_csv var1=pandas.read_csv var0.head 	var2=pandas.concat 
var1=pandas.read_csv var1.head 	var4=plotly.graph_objs.Scatter var5=plotly.graph_objs.Scatter 
var24=pandas.read_csv 	var24.head 
var0=pandas.read_csv var0.head 	var2=pandas.DataFrame var1.append_0 
var2=pandas.read_csv 	var5.append_0 
import_numpy import_pandas import_matplotlib.pyplot import_lightgbm import_warnings import_time import_sys import_datetime import_matplotlib.pyplot pandas.set_option import_os var1=pandas.read_csv var1.head var2.write var2.close var3=var2.read var2.close 	var12=pandas.DataFrame var15=var7.copy var6.remove var6.remove var6.remove var14.append_0 var19.reset_index var12=var12.append_1 values var14.append_2 values var24=numpy.zeros var27=lightgbm.Dataset var28=lightgbm.Dataset var30=pandas.DataFrame var32=lightgbm.train var24=var32.predict 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv 	var2=var2.fillna 
var1=pandas.read_csv var2=pandas.read_csv matplotlib.pyplot.figure seaborn.countplot matplotlib.pyplot.xticks matplotlib.pyplot.xlabel matplotlib.pyplot.show matplotlib.pyplot.figure seaborn.countplot matplotlib.pyplot.xticks matplotlib.pyplot.xlabel matplotlib.pyplot.show 	var4=pandas.read_csv var4.head 
var4=pandas.read_csv var4.head 	var5=var4.groupby var1=pandas.merge var2=pandas.merge 
var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv 	var5=var4.groupby var6=pandas.merge var7=pandas.merge 
var7=pandas.read_csv 	var9=pandas.DataFrame matplotlib.pyplot.figure matplotlib.pyplot.title seaborn.set_color_codes seaborn.barplot matplotlib.pyplot.show 
var31=pandas.read_csv var31.to_csv 	import_xgboost var33=numpy.zeros var34=numpy.zeros numpy.sqrt var24=xgboost.DMatrix var25=xgboost.DMatrix var36=xgboost.train 
import_numpy import_pandas var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv 	var2.head 
var6=pandas.merge var7=pandas.merge 	dt dt dt dt dt dt 
var0=pandas.read_csv var1=pandas.read_csv 	var0.sort_values 
import_numpy import_pandas import_matplotlib.pyplot var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv 	matplotlib.pyplot.figure matplotlib.pyplot.scatter matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.show matplotlib.pyplot.figure matplotlib.pyplot.scatter matplotlib.pyplot.xlabel matplotlib.pyplot.ylabel matplotlib.pyplot.show 
import_numpy import_pandas pandas.set_option var0=pandas.read_csv 	shape shape 
import_numpy import_pandas import_itertools pandas.set_option var0=pandas.read_csv 	var2=var2.merge var3=var3.merge 
var1=pandas.read_csv 	var4=pandas.concat var4.head 
var6=pandas.read_csv var7=pandas.read_csv var8=pandas.read_csv var9=pandas.read_csv var10=pandas.read_csv 	var10.drop_duplicates 
var6=pandas.merge var7=pandas.merge 	pandas.concat 
var0=pandas.read_csv 	var0.drop var0.set_index var0.head 
var13=pandas.read_csv var14=pandas.read_csv 	var15=pandas.concat 
var0=pandas.read_csv 	var2.reset_index 
import_numpy import_pandas import_os var0=pandas.read_csv 	import_matplotlib.pyplot 
var5=pandas.read_csv var5.head 	var6=pandas.read_csv var6.head 
var6=pandas.read_csv var6.head 	var7=pandas.DataFrame 
import_os 	var1=pandas.read_csv var2=pandas.read_csv var3=var1.append_0 shape var7=var10.fit_transform var7=var11.fit_transform 
pandas.read_excel 	var0=pandas.read_csv var0.head 
var0=pandas.read_csv var0.head 	seaborn.distplot 
pandas.read_excel 	var4=pandas.read_csv var4.head 
var4=pandas.read_csv var4.head 	matplotlib.pyplot.figure 
var0=pandas.read_csv var1=pandas_profiling.ProfileReport var1.to_file 	var2=pandas.read_csv var1=pandas_profiling.ProfileReport var1.to_file 
var2=pandas.read_csv var1=pandas_profiling.ProfileReport var1.to_file 	var3=pandas.read_csv var1=pandas_profiling.ProfileReport var1.to_file 
var3=pandas.read_csv var1=pandas_profiling.ProfileReport var1.to_file 	var4=pandas.read_csv var1=pandas_profiling.ProfileReport var1.to_file 
var4=pandas.read_csv var1=pandas_profiling.ProfileReport var1.to_file 	var5=pandas.read_csv var1=pandas_profiling.ProfileReport var1.to_file 
var0=pandas.read_csv var0.drop 	var1=pandas.read_csv var1.drop 
var1=pandas.read_csv var1.drop 	var2=pandas.read_csv var2.drop 
var6=pandas.read_csv var6.head 	var6.head 
var8=pandas.read_csv var8.head 	var10=pandas.read_csv var9=var9.reindex var9.head 
var14=pandas.read_csv var14.head 	var15.head 
var17=pandas.read_csv var17.head 	var18.head 
var4=pandas.read_csv var5=pandas.read_csv var6=pandas.read_csv var7=numpy.array var8=numpy.array var9=pandas.read_csv 	var11=var11.reindex 
var4.head 	import_warnings var5=pandas.to_datetime var7.head loc 
var19=pandas.read_csv var19.head 	var19.to_csv 
var3=pandas.merge var2=pandas.merge var3=pandas.merge var2=pandas.merge var3=pandas.merge var2=pandas.merge var3.head 	var3=pandas.merge var3=pandas.merge var3=pandas.merge var2=pandas.merge var2=pandas.merge var2=pandas.merge var3.head 
var3=pandas.read_csv var5=var3.copy var6=pandas.DataFrame var5=var5.drop var7=var5.apply var8=pandas.merge 	var9=pandas.read_csv var9.head var11=var9.copy var12=pandas.DataFrame var11=var11.drop var7=var11.apply var13=pandas.merge 
var34=pandas.read_csv var35=var34.merge var36=var35.merge var37=pandas.DataFrame loc 	var39=var23.predict var40=pandas.DataFrame var42.to_csv 
import_numpy import_pandas var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv var6=pandas.read_csv var7=pandas.read_csv 	var8=pandas.DataFrame var8.head 
var6=pandas.read_csv var6.head 	var7=pandas.read_csv shape var7.head 
var7=pandas.read_csv shape var7.head 	var9=var6.merge var9.head 
var11=pandas.read_csv var11.head 	var13.head 
var15=pandas.read_csv var15.head 	var16=var14.merge var17=var9.merge var16.head 
var11=var11.reindex 	var15.fit var12.append_0 var13.append_1 
var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv var6=numpy.array var7=numpy.array var8=pandas.read_csv 	var10=var10.reindex 
var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv var6=numpy.array var7=numpy.array var8=pandas.read_csv var10=var10.reindex 	var11.add_dense var11.add_dropout var11.add_dense var11.add_dropout var11.add_dense var11.compile 
var0=pandas.read_csv 	loc 
var2=var0.split var2.pop var4=var1.split var4.pop 	var5=pandas.DataFrame var5.head var5=var5.join 
var11.to_csv 	item_nbr item_nbr var16=pandas.DataFrame var16.head 
item_nbr item_nbr var16=pandas.DataFrame var16.head 	var16.to_csv 
var4=pandas.read_csv var5=pandas.read_csv var6=pandas.read_csv var7=numpy.array var8=numpy.array var9=pandas.read_csv var11=var11.reindex 	var12.add_dense var12.add_prelu var12.add_batchnormalization var12.add_dropout var12.add_dense var12.add_prelu var12.add_batchnormalization var12.add_dropout var12.add_dense var12.add_prelu var12.add_batchnormalization var12.add_dropout var12.add_dense var12.compile 
var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv 	var5.head 
