Masked	Next masked
import_os import_numpy import_scipy import_scipy.fftpack import_IPython.display import_matplotlib.pyplot 	IPython.display.Audio 
import_numpy import_pandas import_os 	import_IPython.display import_wave import_matplotlib.pyplot import_seaborn seaborn.set 
import_IPython.display import_wave import_matplotlib.pyplot import_seaborn seaborn.set 	var2=pandas.read_csv var3=pandas.read_csv 
import_IPython.display IPython.display.Audio 	import_IPython.display IPython.display.Audio 
import_IPython.display IPython.display.Audio 	var6=numpy.array var7=numpy.array var9=numpy.array matplotlib.pyplot.plot IPython.display.Audio 
import_IPython.display IPython.display.Audio 	import_os 
import_os 	iloc 
import_ipywidgets 	var9=ipywidgets.Dropdown 
import_matplotlib.pyplot 	var1=pandas.read_csv var2=pandas.read_csv 
import_numpy import_pandas import_os 	import_numpy import_pandas import_xgboost import_math 
import_seaborn import_matplotlib.pyplot import_shap 	var1=pandas.DataFrame var1=pandas.concat var2=pandas.read_pickle var2=pandas.read_pickle 
import_numpy import_pandas import_os 	import_numpy import_pandas import_xgboost import_math import_random 
import_numpy import_pandas import_xgboost import_math import_random 	import_seaborn import_matplotlib.pyplot import_shap 
import_numpy import_pandas import_os import_json import_matplotlib.pyplot import_seaborn 	var2=pandas.read_csv 
import_numpy import_pandas import_time import_datetime import_gc import_re import_os 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv var6=pandas.concat var7=pandas.concat var8=var0.merge var9=var1.merge 
import_os 	import_pandas import_numpy import_matplotlib.pyplot import_seaborn import_gc import_time import_warnings import_lightgbm 
import_os 	import_numpy import_pandas import_lightgbm import_time import_gc import_warnings import_matplotlib.pyplot import_seaborn seaborn.set 
import_numpy import_pandas import_lightgbm pandas.set_option pandas.set_option import_warnings import_json import_feather import_matplotlib.pyplot import_seaborn import_os 	import_pandas import_os import_json var1=pandas.read_csv var1=var1.drop var1=var1.merge 
var3.to_feather var4.to_feather 	var5=pandas.read_feather var4=pandas.read_feather 
var5=pandas.read_feather var4=pandas.read_feather 	var5=var5.drop var4=var4.drop var5=var5.drop 
import_numpy import_pandas import_os 	import_numpy import_pandas import_json import_lightgbm import_pickle import_matplotlib.pyplot import_seaborn import_copy import_datetime import_sklearn 
import_numpy import_pandas import_os 	import_gc import_warnings import_lightgbm 
import_gc import_warnings import_lightgbm 	var0=pandas.read_csv var1=pandas.read_csv 
import_numpy import_pandas import_os 	import_numpy import_pandas import_matplotlib.pyplot import_datetime import_seaborn import_pickle import_gc seaborn.set 
import_pandas import_numpy import_lightgbm import_warnings import_datetime import_os import_json import_numpy import_pandas 	var1=pandas.read_csv 
import_os 	import_pandas import_numpy import_matplotlib.pyplot import_matplotlib.dates import_matplotlib.cbook import_seaborn import_gc import_time import_warnings import_lightgbm 
import_numpy import_pandas import_json import_matplotlib.pyplot import_lightgbm import_datetime import_seaborn import_os import_gc import_warnings 	var1=pandas.read_csv 
import_numpy import_pandas import_holoviews holoviews.extension 	var1=pandas.read_csv var1.sort_values var1.head var3=pandas.DataFrame var4=var4.join 
import_numpy import_pandas import_json import_matplotlib.pyplot import_sklearn import_lightgbm import_os 	var1=pandas.read_csv 
import_lightgbm 	var23=numpy.log1p var24=pandas.cut 
import_os import_json import_xgboost import_lightgbm import_numpy import_pandas import_matplotlib.pylab import_seaborn var0=seaborn.color_palette import_plotly.offline plotly.offline.init_notebook_mode import_plotly.graph_objs import_plotly.offline plotly.offline.init_notebook_mode import_plotly.tools 	var2=pandas.read_csv 
import_numpy import_pandas import_json import_tensorflow import_matplotlib.pyplot import_datetime import_seaborn import_matplotlib.cm import_os 	var0=pandas.read_csv var1=pandas.read_csv 
import_numpy import_pandas import_os import_json import_matplotlib.pyplot import_lightgbm import_xgboost 	var1=pandas.read_csv 
import_pandas import_numpy import_time import_lightgbm import_matplotlib.pyplot import_seaborn seaborn.set import_warnings 	import_os import_json import_numpy import_pandas var1=pandas.read_csv 
import_os import_json import_datetime import_numpy import_pandas import_seaborn import_matplotlib.pyplot 	matplotlib.pyplot.xlabel 
import_lightgbm var44=var14.apply 	import_lightgbm numpy.save var30.to_csv var32=numpy.zeros var33=numpy.zeros var35=pandas.DataFrame loc matplotlib.pyplot.figure seaborn.barplot matplotlib.pyplot.title matplotlib.pyplot.tight_layout matplotlib.pyplot.savefig var39=lightgbm.Dataset var40=lightgbm.Dataset var42=lightgbm.train var43=pandas.DataFrame var35=pandas.concat var28.append_0 var28.append_1 var28.append_2 var28.append_3 
import_gc import_os import_numpy import_pandas import_json import_seaborn import_gc import_matplotlib.pyplot import_seaborn 	var3=pandas.read_csv dt dt dt dt dt 
import_numpy import_pandas import_os import_json import_matplotlib.pyplot 	var0=pandas.read_csv var0.head 
import_numpy import_pandas import_os 	import_json import_numpy import_pandas import_lightgbm 
import_pandas import_numpy import_time import_lightgbm import_matplotlib.pyplot import_seaborn 	import_os import_json import_numpy import_pandas var1=pandas.read_csv 
import_numpy import_pandas import_datetime import_eli5 import_matplotlib.pyplot import_seaborn import_gc import_os 	var0=pandas.read_csv 
import_numpy import_pandas import_os 	import_pandas import_numpy import_matplotlib.pyplot import_seaborn import_json import_gc import_sys import_os 
import_pandas import_numpy import_matplotlib.pyplot import_seaborn import_json import_gc import_sys import_os 	var1=pandas.read_csv 
import_pandas import_seaborn import_numpy import_matplotlib.pyplot import_statsmodels.formula.api import_lightgbm import_json import_gc import_time 	var3=pandas.read_csv loc 
import_numpy import_pandas import_datetime import_json import_matplotlib.pyplot import_plotly.offline import_plotly.graph_objs plotly.offline.init_notebook_mode import_lightgbm import_gc import_os 	var4=pandas.DataFrame var5=pandas.read_csv 
import_pandas import_numpy import_matplotlib.pyplot import_seaborn import_json import_gc import_sys import_math import_os 	var2=pandas.DataFrame var3=pandas.read_csv 
import_numpy import_pandas import_json import_os 	var1=pandas.read_csv 
import_numpy import_pandas pandas.set_option pandas.set_option import_warnings import_json import_matplotlib.pyplot import_seaborn 	var0=pandas.read_csv var1=pandas.read_csv 
import_numpy import_pandas import_os 	import_bq_helper 
import_datetime 	import_matplotlib.pyplot 
import_matplotlib.pyplot 	import_numpy import_pandas import_os 
var15.to_csv 	import_matplotlib.pyplot matplotlib.pyplot.plot 
import_os import_json import_numpy import_pandas import_seaborn import_matplotlib.pyplot 	var1=pandas.read_csv 
var10=pandas.DataFrame var11=seaborn.barplot var11.set_xticklabels 	var3.drop var4.drop var3.drop var4.drop 
import_numpy import_pandas import_os 	import_json import_numpy import_pandas import_matplotlib.pyplot import_seaborn import_lightgbm 
import_json import_numpy import_pandas import_matplotlib.pyplot import_seaborn import_lightgbm 	var1=pandas.read_csv 
import_os import_json import_numpy import_pandas 	var1=pandas.read_csv 
import_numpy import_pandas import_seaborn import_matplotlib.pyplot import_os 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.read_csv 
import_numpy import_pandas import_os import_matplotlib.pyplot import_json 	var0=pandas.read_csv 
import_numpy import_pandas import_json import_os import_gc 	var1=pandas.read_csv var2=pandas.read_csv var3.drop var4=var3.nunique var4.drop var3=pandas.concat 
import_os import_json import_numpy import_pandas import_matplotlib.pylab import_seaborn var0=seaborn.color_palette import_plotly.offline plotly.offline.init_notebook_mode import_plotly.graph_objs import_plotly.offline plotly.offline.init_notebook_mode import_plotly.tools 	var2=pandas.read_csv 
import_datetime import_math import_numpy import_pandas import_os import_json 	var0=pandas.read_csv 
import_lightgbm 	var18=var17.predict var19=var17.predict 
import_xgboost 	var23=xgboost.DMatrix var24=xgboost.DMatrix var25=xgboost.DMatrix var26=xgboost.DMatrix var27=xgboost.train var13=var27.predict var14=var27.predict 
var140=var39.table_schema var140.to_csv var140=var39.table_schema var140.to_csv 	var53.to_csv var31.close var40=var39.estimate_query_size var43=var39.query_to_pandas_safe var26.writerow var53=pandas.concat 
var40=var39.estimate_query_size 	var149=var39.query_to_pandas_safe var149.to_csv 
import_pandas import_numpy import_matplotlib import_matplotlib.pyplot import_seaborn import_os import_sys import_math import_datetime import_shutil import_pickle import_itertools import_json 	pandas.set_option pandas.set_option seaborn.set seaborn.set 
import_numpy import_pandas import_os 	import_pandas import_numpy import_os import_matplotlib.pyplot import_json import_plotly.graph_objs import_plotly.offline plotly.offline.init_notebook_mode var1=pandas.read_csv 
import_numpy import_pandas import_os 	import_os import_json import_numpy import_pandas import_matplotlib.pyplot import_seaborn var0=seaborn.color_palette import_plotly.offline plotly.offline.init_notebook_mode import_plotly.graph_objs 
import_os import_json import_numpy import_pandas import_matplotlib.pyplot import_seaborn var0=seaborn.color_palette import_plotly.offline plotly.offline.init_notebook_mode import_plotly.graph_objs 	var2=pandas.read_csv 
var17.create_table var17.file_csv_to_SQLite var17.create_index_column var18=var17.generate_init_sub var17.close_connexion_cursor 	var18.to_csv 
import_os import_numpy import_pandas import_json 	pandas.set_option pandas.set_option 
pandas.set_option pandas.set_option 	var0=pandas.read_csv 
import_pandas import_numpy import_ast 	var0=pandas.read_csv 
import_pandas import_numpy import_os import_json 	var1=pandas.read_csv 
import_numpy import_pandas import_os 	import_json 
import_json 	var2=pandas.read_csv 
import_plotly.offline plotly.offline.init_notebook_mode import_plotly.graph_objs import_plotly.tools 	var8=numpy.array var9=numpy.array var10=plotly.graph_objs.Pie var11=plotly.graph_objs.Layout var12=plotly.graph_objs.Figure plotly.offline.iplot 
import_os import_json import_numpy import_pandas import_bq_helper import_matplotlib.pyplot import_plotly.graph_objs import_warnings import_matplotlib.pyplot import_seaborn var0=seaborn.color_palette import_matplotlib seaborn.set_style import_plotly.offline plotly.offline.init_notebook_mode import_plotly.graph_objs import_lightgbm import_os 	var2=pandas.read_csv 
import_numpy import_pandas import_json import_os import_sys import_warnings 	var0=pandas.read_csv var1=pandas.read_csv 
import_numpy import_pandas import_json import_matplotlib.pyplot import_seaborn seaborn.set_style var0=seaborn.color_palette seaborn.set_context import_datetime import_os 	var1=pandas.read_csv 
import_pandas import_numpy import_json 	var0=pandas.read_csv 
import_pandas import_json 	var0=pandas.read_csv var1=pandas.read_csv 
import_seaborn import_matplotlib.pyplot 	matplotlib.pyplot.figure matplotlib.pyplot.subplot matplotlib.pyplot.title var14=seaborn.scatterplot matplotlib.pyplot.subplot matplotlib.pyplot.title var14=seaborn.scatterplot var23=var23.reset_index var24=var24.reset_index matplotlib.pyplot.figure matplotlib.pyplot.subplot matplotlib.pyplot.title var14=seaborn.scatterplot matplotlib.pyplot.subplot matplotlib.pyplot.title var14=seaborn.scatterplot 
import_numpy import_pandas import_os 	import_bq_helper var1.list_tables 
import_bq_helper var1.list_tables 	var1.table_schema 
import_numpy import_pandas import_json import_plotly.offline import_plotly.graph_objs import_lightgbm plotly.offline.init_notebook_mode import_seaborn import_plotly.graph_objs import_os 	nan var6=pandas.read_csv var6.replace 
import_numpy import_pandas import_os 	import_numpy import_pandas import_json 
import_numpy import_pandas import_json 	var1=pandas.read_csv 
import_numpy import_pandas import_os 	import_numpy import_pandas import_json var1=pandas.read_csv 
import_numpy import_pandas import_matplotlib.pyplot import_plotly.offline import_plotly.graph_objs plotly.offline.init_notebook_mode 	json var3=pandas.read_csv 
import_numpy import_pandas import_os import_json import_seaborn 	var1=pandas.read_csv 
import_missingno missingno.matrix missingno.dendrogram 	var3.drop var5.append_0 
import_xgboost 	var2.head 
import_os 	import_pandas import_numpy import_json import_matplotlib.pyplot import_datetime 
import_pandas import_numpy import_json import_matplotlib.pyplot import_datetime 	var3.head var4.head 
import_numpy import_pandas import_matplotlib.pyplot import_datetime import_seaborn import_pickle import_gc seaborn.set 	var0=pandas.read_csv var1=pandas.read_csv 
import_scipy import_pickle import_re import_time 	var83.fit var84=var83.fit_transform var85=var83.transform shape var87=matplotlib.pyplot.get_cmap matplotlib.pyplot.figure matplotlib.pyplot.scatter matplotlib.pyplot.title matplotlib.pyplot.figure matplotlib.pyplot.scatter matplotlib.pyplot.title matplotlib.pyplot.show var83.fit var84=var83.fit_transform var85=var83.transform shape var87=matplotlib.pyplot.get_cmap var88=matplotlib.pyplot.figure var89=var88.add_subplot var90=var89.scatter matplotlib.pyplot.title var88=matplotlib.pyplot.figure var89=var88.add_subplot var90=var89.scatter matplotlib.pyplot.title matplotlib.pyplot.show shape shape var94.fit var79=var94.transform var80=var94.transform 
import_json import_numpy import_pandas import_gc 	shape var3=pandas.read_csv var6=pandas.read_csv var3=var3.merge 
import_pandas import_numpy import_lightgbm import_matplotlib.pyplot import_json import_pickle import_sys import_math import_gc import_os 	var1=pandas.read_csv 
import_numpy import_pandas import_random import_re 	var0=pandas.read_pickle 
import_numpy import_pandas import_datetime 	var0=pandas.read_pickle var1=pandas.read_pickle 
import_pandas import_numpy import_json 	var2=pandas.read_csv 
import_numpy import_pandas import_os 	import_pandas import_numpy import_os import_sys import_csv import_yaml import_json import_logging 
import_numpy import_pandas import_os 	import_pandas var1=pandas.read_csv var2=pandas.read_csv var1.head 
import_plotly.graph_objs 	var13=plotly.graph_objs.Heatmap var15=plotly.graph_objs.Layout var16=plotly.graph_objs.Figure 
import_pandas import_numpy import_time import_matplotlib.pyplot import_seaborn 	import_os import_json import_numpy import_pandas var1=pandas.read_csv 
import_numpy import_pandas import_json import_bq_helper import_seaborn import_matplotlib.pyplot import_plotly.graph_objs import_plotly.figure_factory import_numpy import_datetime import_missingno import_warnings import_os 	nan var5=pandas.read_csv var5.replace 
import_numpy import_pandas import_os 	import_json import_random import_matplotlib.pyplot import_seaborn import_plotly.plotly import_plotly.graph_objs 
import_json import_random import_matplotlib.pyplot import_seaborn import_plotly.plotly import_plotly.graph_objs 	var0=pandas.read_csv var1=pandas.read_csv 
import_os import_numpy import_pandas import_json import_seaborn import_gc import_matplotlib.pyplot import_seaborn 	var3=pandas.read_csv dt dt dt dt dt 
import_pandas import_numpy import_matplotlib.pyplot import_seaborn import_json import_gc 	loads var2=pandas.read_csv 
import_math 	var36=var2.drop 
import_numpy import_pandas import_json import_bq_helper import_seaborn import_matplotlib.pyplot import_plotly.graph_objs 	var3=pandas.read_csv 
import_numpy import_pandas import_json import_bq_helper import_seaborn import_lightgbm import_functools import_logging import_gc import_logging import_matplotlib.pyplot import_time import_os import_re 	var0.print_stats 
import_numpy import_pandas import_os import_pandas 	var0=pandas.read_csv 
import_numpy import_pandas import_json import_matplotlib.pyplot import_seaborn import_squarify import_plotly.offline import_plotly.graph_objs import_os 	var1=pandas.read_csv 
import_os import_json import_numpy import_pandas import_matplotlib.pyplot import_lightgbm import_datetime 	var1=pandas.read_csv 
import_os import_numpy import_pandas import_time import_warnings import_matplotlib.pyplot import_seaborn import_pytz import_datetime 	import_googlemaps var2=var1.geocode var3=var1.timezone 
import_googlemaps var2=var1.geocode var3=var1.timezone 	var4=pandas.concat var5=var5.applymap var6=var6.unique 
import_pandas import_numpy import_json import_gc import_os import_sys 	import_util_helper 
pandas.set_option 	var2=util_helper.load_data var2=util_helper.parse_data var3=var2.copy 
import_numpy import_pandas import_os 	import_os import_json import_seaborn import_matplotlib.pyplot 
import_os import_json import_seaborn import_matplotlib.pyplot 	var1=pandas.read_csv 
import_matplotlib.pyplot import_numpy import_pandas import_json 	var1=pandas.read_csv var1=var1.drop var1=pandas.concat var4.rename var3.append_0 
import_os import_json import_numpy import_pandas import_matplotlib.pyplot import_seaborn var0=seaborn.color_palette import_plotly.offline plotly.offline.init_notebook_mode import_plotly.graph_objs import_lightgbm 	var2=pandas.read_csv 
import_pandas import_os 	var2=pandas.read_csv 
import_numpy import_pandas import_en_coref_md import_nltk import_xgboost import_warnings 	var2=pandas.read_csv 
import_numpy import_pandas import_spacy import_nltk import_xgboost import_lightgbm import_warnings import_time 	var2=pandas.read_csv 
import_numpy import_pandas import_os 	import_numpy import_pandas var0=pandas.read_csv var3=var2.fit_transform var0.drop_duplicates var5.fit 
import_pandas 	var0=pandas.read_csv var0.rename 
import_mxnet 	var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv 
var7=var5.embedding 	var8=var5.embedding 
var8=var5.embedding 	var9=var5.embedding 
var9=var5.embedding 	var10.append_0 var14.append_1 var14.append_2 
import_pandas import_spacy 	var1.head 
import_pandas import_re import_string import_numpy import_os 	var0=pandas.read_csv var0.head 
import_os 	import_pandas var0=pandas.read_csv var0.head 
import_numpy import_pandas import_math import_os import_json import_matplotlib.pyplot 	import_json import_gc var1=var0.read var0.close 
import_numpy import_pandas import_os 	import_cv2 import_datetime import_glob import_itertools import_matplotlib.pylab import_numpy import_pandas import_math import_os import_matplotlib.pyplot 
import_cv2 import_datetime import_glob import_itertools import_matplotlib.pylab import_numpy import_pandas import_math import_os import_matplotlib.pyplot 	var2.start var2=var2.get 
import_numpy import_pandas import_math import_os import_matplotlib.pyplot 	var2.start var2=var2.get 
import_os 	import_numpy import_pandas import_os import_sys import_tensorflow import_zipfile import_json 
import_numpy import_pandas import_os 	import_matplotlib.pyplot import_pandas import_numpy import_math import_os var2.start var2=var2.get 
import_torch 	import_math import_os 
import_numpy import_pandas import_os 	import_tensorflow import_cv2 
import_matplotlib.pyplot import_pandas import_numpy import_math import_os 	var2.start var2=var2.get 
var9.setModelTypeAsRetinaNet var9.setModelPath var9.loadModel 	var12=var9.detectCustomObjectsFromImage matplotlib.pyplot.figure matplotlib.pyplot.imshow matplotlib.pyplot.show 
import_numpy import_pandas import_os import_cv2 import_numpy import_os import_six.moves.urllib import_sys import_tarfile import_tensorflow import_zipfile 	var1=pandas.read_csv 
var9.setModelTypeAsRetinaNet var9.setModelPath var9.loadModel 	var12=var9.detectObjectsFromImage matplotlib.pyplot.figure matplotlib.pyplot.imshow matplotlib.pyplot.show 
import_numpy import_pandas import_os 	import_matplotlib.pyplot import_pandas import_numpy import_math import_os 
import_os var6.setModelTypeAsTinyYOLOv3 var6.setModelPath var6.loadModel 	var9=var6.detectObjectsFromImage matplotlib.pyplot.figure matplotlib.pyplot.imshow matplotlib.pyplot.show 
import_numpy import_pandas 	import_plotly.plotly import_plotly.offline plotly.offline.init_notebook_mode var2=pandas.read_csv var3=pandas.concat var4=var3.sample 
import_numpy import_pandas import_matplotlib.pyplot 	var0=pandas.read_csv var1=var1.dropna 
import_numpy import_pandas import_os 	import_matplotlib.pyplot import_seaborn import_sqlite3 
var2=pandas.read_sql 	var3=pandas.read_sql 
var3=pandas.read_sql 	var4=pandas.read_sql 
var4=pandas.read_sql 	var5=pandas.read_sql 
var5=pandas.read_sql 	var6=pandas.read_sql 
var6=pandas.read_sql 	var7=pandas.read_sql 
var7=pandas.read_sql 	var8=pandas.read_sql 
var8=pandas.read_sql 	var9=pandas.read_sql 
var9=pandas.read_sql 	var10=pandas.read_sql 
var11=pandas.read_sql 	var12=pandas.read_sql 
var16=pandas.read_sql 	var17=pandas.read_sql 
var17=pandas.read_sql 	var18=pandas.read_sql 
var20=pandas.read_sql 	var21=pandas.read_sql 
var22=pandas.read_sql 	var23=pandas.read_sql 
var23=pandas.read_sql 	var24=pandas.read_sql 
var24=pandas.read_sql 	var25=pandas.read_sql 
var25=pandas.read_sql 	var25=pandas.read_sql 
var36=pandas.read_sql 	var37=pandas.read_sql 
import_numpy import_pandas import_seaborn 	var1=pandas.read_csv var2=pandas.concat var4=pandas.read_csv var5=pandas.concat str var6=var5.sort_values var7=var2.sort_values 
import_numpy import_pandas 	import_matplotlib.pyplot import_plotly.plotly import_plotly.graph_objs import_seaborn import_numpy import_pandas import_numpy import_random import_seaborn import_matplotlib.gridspec 
import_numpy import_pandas 	pandas.read_csv 
import_numpy import_pandas import_cv2 import_matplotlib.pyplot import_time import_os 	var0=pandas.read_csv var1=pandas.read_csv 
import_pandas import_os import_numpy 	var3=pandas.read_csv var4=pandas.DataFrame shape 
import_numpy import_pandas import_os import_keras.backend import_tensorflow 	var1=pandas.DataFrame var2=pandas.read_csv var1=var1.merge var1.head 
import_numpy import_pandas import_matplotlib.pyplot import_seaborn import_imgaug import_glob import_random import_cv2 import_imgaug import_imgaug.augmenters import_os 	var0=pandas.read_csv 
import_numpy import_pandas import_os import_shutil import_gc 	var1=pandas.DataFrame var2=pandas.read_csv var3=var1.merge var3.head 
import_albumentations import_pretrainedmodels 	var1=pandas.read_csv 
import_numpy import_pandas import_glob import_random import_cv2 import_imgaug import_imgaug.augmenters import_os import_tensorflow 	var0=pandas.read_csv 
import_numpy import_pandas import_os 	import_csv import_numpy import_pandas import_os import_cv2 import_matplotlib.pyplot import_torchvision.transforms import_torch import_torch.nn import_torch.optim import_torchvision import_torchvision.datasets import_torchvision.transforms import_timeit 
import_csv import_numpy import_pandas import_os import_cv2 import_matplotlib.pyplot import_torchvision.transforms import_torch import_torch.nn import_torch.optim import_torchvision import_torchvision.datasets import_torchvision.transforms import_timeit 	labels_dict 
import_numpy import_pandas import_os 	var2=pandas.read_csv var2.head 
import_numpy import_pandas import_os import_cv2 import_matplotlib.pyplot import_imgaug 	var0=pandas.read_csv var0.head 
import_numpy import_pandas import_os import_matplotlib.pyplot 	var0=pandas.read_csv 
var10=pandas.read_csv 	var11=pandas.read_csv 
import_os import_pathlib import_matplotlib.pyplot 	var1.head 
import_numpy import_pandas import_os import_cv2 import_matplotlib.pyplot import_torch import_torch.nn import_torch.nn.functional import_torchvision import_torchvision.transforms import_torch.optim import_torch.backends.cudnn import_time import_tqdm import_random import_cv2 import_albumentations import_pretrainedmodels import_scipy.special 	albumentations.manual_seed 
import_numpy import_pandas import_os 	import_pandas import_numpy import_matplotlib.pyplot import_tensorflow 
import_pandas import_numpy import_matplotlib.pyplot import_tensorflow 	var0=pandas.read_csv 
import_os import_sys import_numpy import_pandas import_matplotlib.pyplot import_cv2 	var0=pandas.read_csv 
import_numpy import_pandas import_os import_matplotlib.pyplot import_cv2 import_skimage import_os 	var1=pandas.read_csv var1.info 
import_os import_cv2 import_numpy import_pandas import_matplotlib.pyplot 	var0=numpy.zeros 
import_tensorflow var0=tensorflow.ConfigProto var1=tensorflow.Session 	import_numpy import_pandas import_os import_matplotlib.pyplot import_cv2 import_random 
import_torch import_torchvision.transforms import_torch.nn 	var8=numpy.array var8=var8.reshape var9=var9.transpose var9=var9.type var8=var8.type 
import_numpy import_math import_pandas import_cv2 import_matplotlib.pyplot import_pydot import_keras.backend keras.backend.set_image_data_format import_matplotlib.pyplot import_time import_os 	var0=pandas.read_csv var1=pandas.read_csv 
import_numpy import_pandas import_matplotlib.pyplot import_random import_os 	var0=pandas.read_csv var0.info 
import_cv2 	var3.append_0 var4.append_1 
import_numpy import_pandas import_os import_itertools import_shutil import_matplotlib.pyplot 	var1=pandas.DataFrame var2=pandas.read_csv var1=var1.merge var1.head 
import_numpy import_pandas import_seaborn import_datetime import_lightgbm import_os import_xgboost import_lightgbm import_os import_matplotlib.pyplot pandas.set_option 	var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv var6=pandas.read_csv var7=pandas.read_csv var8=pandas.read_csv var9=pandas.read_csv var10=pandas.read_csv 
import_numpy import_pandas import_matplotlib.pyplot import_seaborn import_lightgbm import_os import_warnings 	var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv var6=pandas.read_csv var7=pandas.read_csv var8=pandas.read_csv 
import_numpy import_pandas import_os 	import_pandas import_numpy import_matplotlib import_matplotlib.pyplot import_seaborn var0=seaborn.color_palette import_plotly.offline plotly.offline.init_notebook_mode import_plotly.graph_objs import_plotly.offline plotly.offline.init_notebook_mode 
import_pandas import_numpy import_matplotlib import_matplotlib.pyplot import_seaborn var0=seaborn.color_palette import_plotly.offline plotly.offline.init_notebook_mode import_plotly.graph_objs import_plotly.offline plotly.offline.init_notebook_mode 	var1=pandas.read_csv var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv var6=pandas.read_csv var7=pandas.read_csv var8=pandas.read_csv 
import_xgboost import_numpy import_pandas import_gc import_lightgbm import_matplotlib.pyplot import_seaborn import_sklearn.cross_validation 	var16=var14.copy var18=var15.copy 
import_numpy import_pandas import_time import_os 	var0=pandas.read_csv var1=pandas.read_csv 
import_time 	var27=var22.drop var29=pandas.DataFrame var4=var23.drop 
import_numpy import_pandas import_os import_warnings import_matplotlib.pyplot import_seaborn import_os 	var0=pandas.read_csv var0.head 
import_numpy import_pandas import_os import_matplotlib.pyplot 	var0=pandas.read_csv var0.head 
import_numpy import_pandas import_os import_warnings import_matplotlib.pyplot import_seaborn 	var0=pandas.read_csv var0.head 
import_seaborn 	import_numpy import_pandas import_matplotlib.pyplot import_os 
import_numpy import_pandas import_matplotlib import_matplotlib.pyplot import_seaborn import_plotly import_plotly.graph_objs import_os 	var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv var6=pandas.read_csv var7=pandas.read_csv var8=pandas.read_csv var9=pandas.read_csv 
import_warnings import_pandas import_numpy import_matplotlib import_matplotlib.pyplot import_seaborn var0=seaborn.color_palette import_plotly.offline plotly.offline.init_notebook_mode import_plotly.graph_objs import_plotly.offline plotly.offline.init_notebook_mode import_cufflinks cufflinks.go_offline 	import_os 
import_os 	var1=pandas.read_csv var1.head 
import_numpy import_pandas import_matplotlib.pyplot import_seaborn import_os import_plotly.offline import_plotly.graph_objs import_cufflinks cufflinks.go_offline 	var0=pandas.read_csv var1=pandas.read_csv 
import_seaborn 	matplotlib.pyplot.figure seaborn.barplot matplotlib.pyplot.title matplotlib.pyplot.show matplotlib.pyplot.xticks 
import_numpy import_pandas import_os 	import_matplotlib.pyplot import_lightgbm import_gc 
import_pandas import_numpy import_matplotlib.pyplot import_seaborn import_statsmodels.api import_scipy.stats 	var0=pandas.read_csv 
import_os 	var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv 
import_os import_gc import_pandas import_numpy import_lightgbm import_featuretools import_warnings 	var2=pandas.read_csv var3=pandas.read_csv var4=pandas.read_csv var5=pandas.read_csv var6=pandas.read_csv var7=pandas.read_csv var8=pandas.read_csv var9=pandas.read_csv 
import_lightgbm 	var12=lightgbm.Dataset var13=lightgbm.Dataset 
import_numpy import_pandas import_lightgbm import_matplotlib.pyplot import_seaborn import_warnings import_gc 	var9=numpy.zeros var10=numpy.zeros var11=numpy.zeros var13.append_0 var12.append_1 var15.append_2 var16=pandas.DataFrame var17=pandas.DataFrame var18=pandas.DataFrame var19=lightgbm.LGBMClassifier var19.fit var13.append_3 var12.append_4 var5.append_5 
import_numpy import_pandas import_matplotlib import_matplotlib.pyplot import_seaborn import_os 	var3=pandas.read_csv 
import_lightgbm import_gc import_matplotlib.pyplot 	var40=var40.drop var48=var48.drop var40=numpy.array var48=numpy.array var51=numpy.zeros var52=numpy.zeros var53=numpy.zeros var56=pandas.DataFrame var57=pandas.DataFrame var54.append_0 var55.append_1 var59.append_2 var60=pandas.DataFrame var40=pandas.get_dummies var48=pandas.get_dummies var62=lightgbm.LGBMClassifier var62.fit var54.append_3 var55.append_4 var61.append_5 
import_numpy import_pandas import_warnings import_sklearn 	var5=pandas.read_csv var6=pandas.read_csv 
import_numpy import_pandas import_os import_warnings 	import_matplotlib.pyplot import_seaborn 
import_numpy import_pandas import_seaborn import_matplotlib.pyplot import_os 	var0=pandas.read_csv var1=pandas.read_csv var2=pandas.concat 
import_xgboost 	var12=xgboost.DMatrix 
import_pandas import_sklearn.model_selection import_numpy import_sklearn.ensemble import_sklearn.metrics import_sklearn.preprocessing import_sklearn.decomposition import_sklearn.linear_model import_lightgbm 	var1=pandas.read_csv var2=pandas.read_csv var4=pandas.get_dummies var1=var1.drop var1=var1.fillna var5=pandas.get_dummies var2=var2.drop var2=var2.fillna var6.remove var6.remove var6.remove 
import_gc 	var2=pandas.read_csv var0=pandas.read_csv var20=pandas.read_csv 
import_numpy import_pandas import_pandas import_os 	var0=pandas.read_csv var1=pandas.read_csv 
